ID_Animal;GC;PN_kg;PD_kg;PS_kg;GPD_g-dia;PE_cm;AOL_cm2;EGS_mm;MAR_%;CAR_kg-dia;REND;PREC_SEX;IPP_dias;PROB_3P_%;STAY_%;Fazenda;Estacao;Lote_Manejo;Regime_Alim;Tipo_Pastagem;Localidade_Bloco;Data_Coleta_Pesagem;Piquete;confiabilidade_dados%;itu_media;itu_dp;itu_max;itu_min;itu_leituras_criticas;Sexo;Geracao;Raca;Data_Nascimento
6871;123;2;3;1;1;1;1;4.09;2.88;0.24;53.93;0;-999;34.89;0;3;2;7;1;2;9;20240620;113;114.3;68.5;5.53;78.61;0.009028950824733527;44;-999;-999;-999;-999
6872;168;2;2;3;4;3;2;5.06;4.74;0.13;54.78;0;-999;82.22;0;1;4;1;4;1;3;20241226;7;114.3;76.19;5.99;87.43;0.18468947270669428;116;-999;-999;-999;-999
6873;138;1;3;1;1;3;4;4.02;4.07;0.14;54.5;0;-999;74.47;0;3;4;1;4;1;9;20241206;36;114.3;71.96;5.58;81.81;0.5145408971294873;78;-999;-999;-999;-999
6874;169;4;2;2;2;1;1;2.08;3.47;-0.05;52.79;0;-999;28.57;0;3;1;7;2;4;8;20250224;107;114.3;77.59;5.48;87.84;1.6582860729387001;128;-999;-999;-999;-999
6875;186;4;4;4;4;2;4;5.49;4.57;-0.65;56.17;0;-999;47.83;0;1;4;7;1;3;1;20251212;83;114.3;71.69;5.87;82.61;0.46184274056489977;81;-999;-999;-999;-999
6877;191;2;3;2;2;2;3;3.46;3.59;-0.62;54.31;0;-999;25.92;0;3;2;8;1;2;8;20250511;143;114.3;68.43;5.72;77.37;-0.22323329477474782;43;-999;-999;-999;-999
6878;101;1;3;1;1;1;2;4.91;4.21;0.55;54.23;0;-999;78.78;0;1;2;7;1;2;2;20250513;91;114.3;68.48;5.76;78.5;-0.2700761006099378;47;-999;-999;-999;-999
6879;190;2;3;1;1;1;2;4.3;3.01;-0.31;53.57;0;-999;38.15;0;3;2;8;2;4;9;20250425;148;114.3;68.54;5.55;77.83;-0.10417449661030768;44;-999;-999;-999;-999
6880;194;3;1;3;4;2;1;3.51;3.3;-0.55;54.46;0;-999;84.2;0;1;2;1;4;1;3;20250527;6;114.3;68.48;5.53;78.78;0.005125383671800449;35;-999;-999;-999;-999
6881;149;4;3;3;2;4;1;4.34;2.79;0.45;54.09;0;-999;66.02;0;1;4;6;1;2;2;20251203;53;114.3;71.88;5.58;82.09;0.48721592705895994;81;-999;-999;-999;-999
6883;151;4;2;4;4;4;2;4.07;3.72;-0.28;55.13;0;-999;76.18;0;2;4;1;4;1;6;20251004;21;114.3;71.99;5.72;82.49;0.4228070690355745;85;-999;-999;-999;-999
6884;147;2;1;1;1;4;3;2.98;3.33;0.09;53.84;0;-999;72.93;0;1;3;8;1;3;3;20250928;122;114.3;69.2;6.89;80.37;-1.023464561125904;63;-999;-999;-999;-999
6885;115;1;1;1;2;1;1;5.19;3.84;-0.46;54.33;0;-999;84.11;0;3;2;8;2;4;9;20240511;150;114.3;68.27;5.53;77.8;-0.27202788418640367;40;-999;-999;-999;-999
6886;197;1;3;3;3;1;4;4.42;3.3;-0.19;54.8;0;-999;73.67;0;1;1;6;2;4;2;20250314;53;114.3;77.55;5.67;88.68;1.5177576554331316;131;-999;-999;-999;-999
6888;191;4;1;4;4;4;4;4.67;3.87;-0.42;55.38;0;-999;48.6;0;2;2;8;1;4;7;20250607;133;114.3;68.48;5.5;77.11;-0.29154571995106626;43;-999;-999;-999;-999
6889;139;3;3;3;3;1;1;4.68;3.29;0.39;54.48;0;-999;30.6;0;3;1;8;1;2;9;20240302;148;114.3;77.54;5.7;88.15;1.254266872610191;127;-999;-999;-999;-999
6890;105;3;3;3;3;3;4;5.48;3.58;0.39;54.8;0;-999;51.14;0;2;1;8;1;4;6;20250119;138;114.3;77.45;5.77;87.47;1.545082625503659;128;-999;-999;-999;-999
6892;108;3;4;3;2;2;4;5.94;4.14;-0.11;55.65;0;-999;23.72;0;2;4;6;2;4;6;20251203;66;114.3;71.72;5.53;81.33;0.48136057632956236;82;-999;-999;-999;-999
6893;116;3;1;1;1;1;3;5.36;3.35;-0.12;53.85;0;-999;53.12;0;3;2;6;1;3;4;20240524;72;114.3;68.51;5.57;78.98;-0.24665469769234352;44;-999;-999;-999;-999
6894;128;1;1;2;2;2;3;4.42;3.33;0.17;53.75;0;-999;82.4;0;1;1;8;1;3;3;20250320;122;114.3;77.86;5.64;86.95;1.4553005809862134;130;-999;-999;-999;-999
6896;190;1;4;2;2;2;4;4.46;3.35;-0.42;55.29;0;-999;40.56;0;1;1;1;4;1;2;20250220;9;114.3;77.64;5.59;87.95;1.4123613423039565;130;-999;-999;-999;-999
6897;159;2;1;3;4;3;3;4.61;3.48;-0.76;54.14;0;-999;33.78;0;2;1;1;4;1;7;20250209;17;114.3;77.67;5.66;87.94;1.6739003415504297;134;-999;-999;-999;-999
6898;181;1;4;4;3;1;4;4.32;3.56;-0.52;55.51;0;-999;78.34;0;1;3;7;1;2;3;20250919;86;114.3;62.01;5.07;70.41;-1.189366165125534;0;-999;-999;-999;-999
6899;123;2;1;3;4;2;2;3.78;3.48;-0.13;54.11;0;-999;71.89;0;3;4;8;1;4;4;20251212;145;114.3;71.89;5.38;81.39;0.5691908372705421;84;-999;-999;-999;-999
6900;154;1;1;1;1;1;3;4.89;3.16;-0.24;54.4;0;-999;42.04;0;1;1;6;2;3;1;20250120;46;114.3;77.79;5.64;87.73;1.5509379762330577;132;-999;-999;-999;-999
6901;127;3;4;4;4;4;4;3.8;3.73;0.1;55.22;0;-999;70.53;0;2;1;7;1;3;6;20250316;102;114.3;77.69;5.75;89.01;1.6660932072445662;126;-999;-999;-999;-999
6902;161;2;1;2;2;2;1;4.82;3.9;-0.57;54.03;0;-999;84.79;0;1;3;8;1;3;1;20250924;117;114.3;64.4;6.79;80.87;-1.1952215158549329;19;-999;-999;-999;-999
6903;137;1;2;1;1;1;4;4.11;3.56;-0.16;54.53;0;-999;68.24;0;3;4;6;1;4;8;20251216;71;114.3;71.8;5.64;82.92;0.4716016584472304;83;-999;-999;-999;-999
6904;196;3;1;1;1;2;3;4.71;3.19;0.01;54.06;0;-999;28.16;0;3;1;1;4;1;4;20240226;29;114.3;77.58;5.57;87.29;1.4943362525155357;128;-999;-999;-999;-999
6905;141;3;4;4;3;3;4;4.2;3.8;-0.05;54.59;0;-999;81.98;0;2;1;1;4;1;7;20250120;19;114.3;77.61;5.88;87.45;1.297206111292448;132;-999;-999;-999;-999
6906;145;2;2;2;2;1;3;4.5;2.23;0.3;54.14;0;-999;22.32;0;1;4;7;2;4;3;20251023;85;114.3;71.92;5.69;81.11;0.3193625394828639;84;-999;-999;-999;-999
6907;124;1;1;1;1;2;2;4.98;3.31;0.35;54.03;0;-999;77.13;0;1;1;7;1;4;3;20250207;84;114.3;77.88;5.76;89.2;1.5294683568919294;131;-999;-999;-999;-999
6908;107;3;3;3;3;3;1;4.43;2.86;-0.51;53.81;0;-999;64.4;0;3;2;7;2;2;8;20240404;104;114.3;68.43;5.55;78.36;-0.21932972762181613;42;-999;-999;-999;-999
6910;130;2;1;1;1;3;2;4.28;3.09;0.23;54.67;0;-999;40.98;0;1;4;1;4;1;2;20241226;9;114.3;76.34;6.25;86.77;0.6199372102586651;115;-999;-999;-999;-999
6911;172;2;4;4;3;1;3;3.7;4.03;-0.63;54.41;0;-999;62.6;0;2;2;1;4;1;5;20250424;14;114.3;68.64;5.53;79.48;-0.1802940560924909;42;-999;-999;-999;-999
6912;126;1;1;3;4;2;1;4.46;3.45;-0.36;54.29;0;-999;74.41;0;1;2;7;1;3;3;20250426;84;114.3;68.35;5.58;78.25;-0.221281511198282;42;-999;-999;-999;-999
6914;141;4;2;3;3;2;3;4.64;4.28;0.18;55.0;0;-999;47.5;0;1;4;8;1;3;3;20251102;122;114.3;71.97;5.35;80.8;0.4676980912942987;79;-999;-999;-999;-999
6915;145;1;1;1;2;1;2;4.59;3.97;0.22;54.32;0;-999;84.13;0;3;1;6;1;4;9;20240212;79;114.3;77.74;5.89;87.07;1.3596631857393662;129;-999;-999;-999;-999
6916;109;2;4;3;2;3;4;2.8;4.06;-0.16;55.06;0;-999;47.58;0;2;1;8;2;4;7;20240326;134;114.3;70.75;6.8;86.41;-0.17639048893955922;69;-999;-999;-999;-999
6917;174;3;1;1;2;4;3;3.52;3.84;-0.52;54.43;0;-999;56.26;0;1;2;1;4;1;3;20250607;6;114.3;68.45;5.67;77.81;-0.19200475755128876;44;-999;-999;-999;-999
6918;179;1;1;3;3;1;4;4.36;3.36;0.07;54.49;0;-999;70.18;0;1;1;1;4;1;1;20240121;3;114.3;77.83;5.8;89.82;1.365518536468765;128;-999;-999;-999;-999
6919;123;4;1;2;3;3;3;3.8;3.34;-0.31;54.91;0;-999;68.27;0;1;1;1;4;1;3;20250123;6;114.3;77.59;5.88;88.19;1.416264909456888;127;-999;-999;-999;-999
6920;130;2;1;2;3;1;2;4.46;3.37;0.38;54.7;0;-999;58.65;0;1;1;6;1;4;2;20250209;54;114.3;77.5;5.91;88.68;1.5489861926565904;128;-999;-999;-999;-999
6921;164;4;3;1;1;3;2;4.3;3.27;-0.17;53.4;0;-999;53.46;0;3;4;8;1;2;9;20251010;148;114.3;72.11;5.58;81.65;0.3681571288945198;81;-999;-999;-999;-999
6922;165;1;4;4;4;2;4;5.09;3.91;-0.02;55.32;0;-999;74.89;0;2;3;7;1;2;5;20250817;95;114.3;61.97;5.02;70.24;-1.3708820377368938;0;-999;-999;-999;-999
6923;166;3;3;4;4;1;3;4.14;3.56;0.07;54.99;0;-999;68.94;0;3;4;1;4;1;4;20251211;29;114.3;71.96;5.52;81.35;0.491119494211893;84;-999;-999;-999;-999
6924;198;1;2;4;4;2;4;4.46;4.15;0.34;55.2;0;-999;26.25;0;3;3;8;2;4;8;20250704;143;114.3;62.01;5.1;70.64;-1.1191019563727498;0;-999;-999;-999;-999
6925;177;1;1;4;4;1;3;4.24;3.76;-0.09;55.3;0;-999;35.9;0;3;4;1;4;1;4;20251211;30;114.3;71.94;5.57;82.87;0.7019121204702459;81;-999;-999;-999;-999
6926;163;2;4;3;2;2;2;4.23;3.76;-0.59;55.46;0;-999;74.67;0;1;2;1;4;1;1;20240513;2;114.3;68.51;5.66;78.25;-0.22323329477474782;45;-999;-999;-999;-999
6927;166;1;2;3;3;1;1;3.21;3.72;0.35;53.59;0;-999;66.33;0;3;4;1;4;1;4;20251219;32;114.3;71.96;5.46;81.34;0.5633354865411432;81;-999;-999;-999;-999
6928;174;2;4;3;2;3;2;2.79;4.17;-0.19;53.59;0;-999;37.16;0;1;1;1;4;1;3;20240301;5;114.3;77.54;5.57;88.33;1.6094914835270442;133;-999;-999;-999;-999
6929;176;2;3;4;4;4;1;5.07;4.32;0.03;54.34;0;-999;65.02;0;2;3;6;2;3;5;20250707;56;114.3;62.0;5.07;70.62;-1.6519388727480309;0;-999;-999;-999;-999
6930;119;3;2;1;1;1;2;4.08;4.1;-0.46;54.53;0;-999;22.8;0;3;3;7;1;4;8;20250827;105;114.3;62.06;5.09;70.76;-1.3767373884662926;0;-999;-999;-999;-999
6931;127;2;2;3;3;1;2;3.91;3.4;-0.76;54.27;0;-999;37.88;0;3;1;6;2;4;8;20240222;70;114.3;77.53;5.78;87.26;1.5509379762330577;127;-999;-999;-999;-999
6932;191;3;3;3;3;2;2;5.13;3.31;-0.22;55.13;0;-999;78.48;0;2;2;6;1;3;5;20250516;57;114.3;68.59;5.49;78.66;-0.08270487726917923;45;-999;-999;-999;-999
6934;173;4;2;2;2;3;1;5.12;3.63;0.3;54.38;0;-999;37.4;0;2;4;7;1;4;7;20241016;99;114.3;71.81;5.46;81.39;-0.14516195171609875;78;-999;-999;-999;-999
6936;123;3;4;1;1;3;2;4.98;3.08;0.02;55.02;0;-999;84.62;0;2;2;7;2;2;7;20240528;99;114.3;68.76;5.47;79.13;-0.17834227251602505;43;-999;-999;-999;-999
6939;166;3;3;2;2;3;1;3.92;4.08;-0.15;53.82;0;-999;66.39;0;1;4;7;1;3;3;20251124;84;114.3;71.99;5.62;81.2;0.5184444642824204;84;-999;-999;-999;-999
6940;123;2;4;4;3;3;4;5.03;3.4;-0.17;55.43;0;-999;61.2;0;2;1;8;1;2;6;20250127;138;114.3;77.67;5.64;89.02;1.2933025441395163;130;-999;-999;-999;-999
6941;134;2;1;1;1;2;3;5.08;2.14;-0.11;54.07;0;-999;23.48;0;3;3;1;4;1;9;20250910;36;114.3;62.03;5.29;70.71;-1.3533159855486983;0;-999;-999;-999;-999
6942;193;1;1;2;3;1;4;5.47;3.08;0.22;55.03;0;-999;62.74;0;3;2;1;4;1;4;20240624;29;114.3;65.17;6.23;77.84;-1.1796072472432033;24;-999;-999;-999;-999
6943;121;2;2;1;1;2;1;5.47;3.66;0.09;53.8;0;-999;45.57;0;1;2;7;2;2;1;20240611;80;114.3;68.55;5.4;76.95;0.014884301554132449;41;-999;-999;-999;-999
6944;124;3;4;3;2;4;2;6.07;3.18;-0.05;53.8;0;-999;59.38;0;2;3;8;1;3;5;20250918;130;114.3;61.93;4.98;70.74;-1.5387354253129897;0;-999;-999;-999;-999
6945;135;2;2;1;1;3;2;4.18;3.31;-0.23;53.93;0;-999;63.83;0;1;1;8;1;2;3;20250107;121;114.3;77.49;5.74;87.83;1.5138540882801998;130;-999;-999;-999;-999
6946;102;1;3;4;3;2;3;4.79;2.57;-0.02;54.51;0;-999;53.95;0;3;2;8;1;4;9;20240622;150;114.3;66.92;6.1;78.15;-0.9297789494555253;26;-999;-999;-999;-999
6947;163;2;1;2;2;3;3;5.06;3.36;-0.17;54.4;0;-999;34.12;0;3;2;6;1;4;4;20240526;72;114.3;68.48;5.54;78.98;-0.24665469769234352;42;-999;-999;-999;-999
6948;165;2;1;4;4;1;1;2.95;4.62;-0.04;54.74;0;-999;51.37;0;3;3;8;1;3;4;20240803;146;114.3;62.0;5.26;70.47;-1.445049813642611;0;-999;-999;-999;-999
6950;139;3;3;3;3;3;4;4.03;3.53;0.29;55.18;0;-999;35.7;0;2;3;6;1;4;7;20250711;61;114.3;61.96;5.08;70.82;-1.1991250830078646;0;-999;-999;-999;-999
6951;132;2;2;3;3;1;1;5.38;4.88;-0.46;54.21;0;-999;61.27;0;1;4;8;1;4;1;20251121;119;114.3;71.91;5.61;82.03;0.4169517183061756;84;-999;-999;-999;-999
6953;196;1;2;1;2;3;2;3.32;3.88;-0.21;54.46;0;-999;51.39;0;3;2;6;2;2;4;20250419;72;114.3;68.45;5.51;79.03;-0.1510173024454977;40;-999;-999;-999;-999
6954;135;1;2;1;1;2;1;5.24;3.41;0.39;54.17;0;-999;67.57;0;3;1;8;1;4;9;20250313;148;114.3;77.49;5.86;88.1;1.4670112824450112;129;-999;-999;-999;-999
6955;137;3;1;4;4;3;4;5.52;3.95;0.45;55.71;0;-999;58.97;0;2;1;6;1;4;7;20250120;60;114.3;77.66;5.61;86.9;1.4357827452215493;132;-999;-999;-999;-999
6956;152;1;2;3;3;3;1;4.73;4.11;0.25;54.68;0;-999;31.02;0;1;4;8;2;3;1;20251028;118;114.3;71.68;5.72;82.04;0.42475885261204177;77;-999;-999;-999;-999
6957;166;1;1;3;3;4;3;3.75;4.17;0.26;54.5;0;-999;31.81;0;1;3;1;4;1;1;20250823;3;114.3;62.02;5.23;70.34;-1.7163477307714177;0;-999;-999;-999;-999
6959;197;3;2;2;3;1;1;3.74;3.42;-0.7;53.06;0;-999;54.35;0;3;2;6;2;4;4;20240409;73;114.3;68.45;5.47;78.23;-0.26812431703347195;33;-999;-999;-999;-999
6960;107;4;3;2;2;3;4;3.65;3.54;-0.82;54.58;0;-999;49.33;0;2;2;7;2;3;5;20240503;92;114.3;68.41;5.53;77.45;-0.13540303383376814;39;-999;-999;-999;-999
6961;170;1;1;2;3;1;1;6.01;3.68;-0.26;55.69;0;-999;26.47;0;3;2;7;1;4;8;20240508;107;114.3;68.48;5.42;77.3;-0.3676652794332495;42;-999;-999;-999;-999
6963;176;3;2;1;1;4;1;2.91;4.28;-0.06;52.97;0;-999;50.21;0;3;3;6;1;3;4;20250807;73;114.3;61.96;5.06;70.36;-1.1815590308196693;0;-999;-999;-999;-999
6964;164;2;4;2;2;1;4;3.71;3.73;-0.4;54.03;0;-999;20.03;0;3;1;7;2;3;9;20250310;113;114.3;77.65;5.66;89.54;1.4670112824450112;128;-999;-999;-999;-999
6966;197;1;4;1;1;2;1;4.17;3.2;-0.18;54.11;0;-999;29.63;0;3;1;1;4;1;9;20250226;36;114.3;77.69;5.55;87.3;1.6016843492211807;135;-999;-999;-999;-999
6967;132;3;4;1;1;1;4;4.24;2.85;0.36;54.55;0;-999;39.98;0;2;1;6;2;2;7;20250125;62;114.3;77.5;5.75;87.64;1.470914849597943;127;-999;-999;-999;-999
6968;112;2;3;2;1;1;3;5.51;3.08;0.19;54.46;0;-999;39.54;0;3;2;7;1;2;4;20240403;109;114.3;68.55;5.56;77.93;-0.2817868020687357;42;-999;-999;-999;-999
6969;173;4;2;2;2;1;2;4.8;3.06;0.23;54.19;0;-999;20.83;0;3;3;1;4;1;9;20240817;34;114.3;61.93;5.13;70.17;-1.2850035603723797;0;-999;-999;-999;-999
6970;143;3;4;2;1;2;3;4.62;4.14;-0.2;54.66;0;-999;27.46;0;2;3;1;4;1;5;20250726;14;114.3;61.91;5.17;70.33;-1.2576785903018524;0;-999;-999;-999;-999
6971;171;1;3;1;1;1;2;4.01;3.69;-0.2;54.05;0;-999;58.89;0;3;3;8;1;4;8;20250817;143;114.3;61.96;5.21;70.75;-1.4587122986778747;0;-999;-999;-999;-999
6973;143;3;2;2;2;1;4;4.61;3.06;-0.48;54.72;0;-999;52.82;0;1;3;8;2;4;1;20240816;118;114.3;61.95;5.12;69.88;-1.1796072472432033;0;-999;-999;-999;-999
6975;174;2;2;3;3;1;4;5.05;3.71;-0.0;55.03;0;-999;69.83;0;1;3;7;1;4;2;20250910;91;114.3;62.04;5.16;70.94;-1.3786891720427585;0;-999;-999;-999;-999
6976;162;1;3;4;3;1;1;3.41;3.26;0.2;55.39;0;-999;58.13;0;3;2;6;1;2;4;20250505;74;114.3;68.43;5.84;77.45;-0.30911177213926305;47;-999;-999;-999;-999
6978;153;1;3;1;1;4;4;3.34;2.95;-0.05;54.9;0;-999;37.13;0;2;4;1;4;1;7;20251222;17;114.3;73.49;6.12;87.09;0.36620534531805393;101;-999;-999;-999;-999
6979;188;2;4;1;1;2;2;5.11;3.59;-0.1;54.56;0;-999;47.57;0;3;4;7;2;2;8;20241007;105;114.3;71.8;5.8;81.86;0.5067337628236225;82;-999;-999;-999;-999
6980;106;3;1;2;3;1;1;5.07;4.45;0.19;54.37;0;-999;79.37;0;1;1;1;4;1;3;20250302;7;114.3;77.68;5.76;88.05;1.4104095587274892;130;-999;-999;-999;-999
6982;170;4;1;4;4;2;3;4.38;4.34;-0.42;55.4;0;-999;20.19;0;2;1;1;4;1;6;20250328;23;114.3;68.57;5.59;79.51;-0.03781385501045647;44;-999;-999;-999;-999
6983;160;2;3;4;4;2;1;5.5;3.11;-0.45;55.56;0;-999;84.77;0;2;2;6;1;3;6;20240604;64;114.3;68.77;5.38;78.57;-0.07880131011624754;47;-999;-999;-999;-999
6984;145;2;1;1;1;1;4;4.59;3.63;-0.23;54.16;0;-999;35.78;0;1;3;8;1;3;1;20240710;116;114.3;62.03;5.03;70.3;-1.189366165125534;0;-999;-999;-999;-999
6985;195;4;2;3;3;4;4;6.34;3.82;0.37;55.37;0;-999;37.17;0;2;4;8;2;2;7;20251022;132;114.3;71.87;5.6;81.79;0.41499993472970975;80;-999;-999;-999;-999
6986;139;3;2;2;2;3;4;4.15;3.93;-0.43;54.17;0;-999;49.45;0;2;1;1;4;1;6;20240328;24;114.3;68.5;5.64;78.07;-0.17639048893955922;40;-999;-999;-999;-999
6987;161;1;2;3;3;2;4;4.98;2.85;0.5;55.27;0;-999;69.96;0;1;3;8;2;2;3;20250711;123;114.3;61.96;5.06;71.08;-1.4333391121838133;0;-999;-999;-999;-999
6988;131;3;1;3;4;3;1;5.25;3.0;-0.23;53.72;0;-999;42.6;0;2;2;7;1;2;5;20250502;94;114.3;68.26;5.64;77.71;-0.27202788418640367;37;-999;-999;-999;-999
6989;189;2;2;4;4;3;3;4.47;3.48;-0.32;54.8;0;-999;73.39;0;2;4;6;1;2;7;20251017;62;114.3;71.96;5.54;81.82;0.2881340022594049;81;-999;-999;-999;-999
6990;121;1;1;1;2;1;1;3.3;3.13;-0.08;53.56;0;-999;36.99;0;3;2;6;1;3;9;20250624;78;114.3;65.28;6.31;78.78;-1.2869553439488457;23;-999;-999;-999;-999
6991;128;1;1;1;2;1;1;5.14;4.11;0.47;54.52;0;-999;31.13;0;3;1;6;1;4;4;20250201;75;114.3;77.56;5.52;87.69;1.6660932072445662;133;-999;-999;-999;-999
6992;139;1;2;4;4;1;1;4.07;4.39;0.17;55.03;0;-999;77.7;0;2;4;6;1;4;6;20251225;67;114.3;75.35;6.3;87.02;0.5399140836235489;108;-999;-999;-999;-999
6994;192;2;1;1;1;1;1;5.71;3.97;-0.24;53.76;0;-999;80.07;0;1;4;7;2;4;2;20251011;91;114.3;71.92;5.58;80.88;0.49307127778835885;84;-999;-999;-999;-999
6995;143;2;1;3;4;3;1;4.28;4.6;-0.14;53.83;0;-999;75.71;0;2;1;1;4;1;6;20250107;22;114.3;77.96;5.8;88.44;1.6543825057857684;134;-999;-999;-999;-999
6996;128;1;3;1;1;2;4;3.3;3.62;-0.09;53.69;0;-999;55.91;0;3;1;8;1;2;9;20250209;148;114.3;77.61;5.62;87.47;1.5606968941153885;130;-999;-999;-999;-999
6997;187;1;3;2;2;1;2;3.45;4.2;0.36;54.04;0;-999;32.27;0;1;2;1;4;1;1;20250611;3;114.3;68.46;5.48;79.26;-0.3910866823508452;40;-999;-999;-999;-999
6998;188;4;4;2;1;3;1;4.59;3.31;0.56;53.99;0;-999;44.05;0;1;1;7;2;2;1;20250222;82;114.3;77.65;5.62;87.04;1.6895146101621592;131;-999;-999;-999;-999
6999;194;4;2;3;3;4;3;4.57;3.33;-0.3;55.8;0;-999;29.07;0;2;3;7;1;2;5;20250709;93;114.3;62.01;5.13;70.43;-1.314280314019373;0;-999;-999;-999;-999
7000;121;4;2;3;3;2;4;5.06;3.05;0.27;55.25;0;-999;65.68;0;1;3;7;1;4;3;20250706;84;114.3;61.86;5.17;71.61;-1.4157730599956178;0;-999;-999;-999;-999
7001;107;2;4;4;4;2;3;3.39;2.69;0.22;54.0;0;-999;53.26;0;2;4;8;1;2;7;20251104;135;114.3;71.85;5.65;81.28;0.4598909569884339;83;-999;-999;-999;-999
7002;107;2;4;2;1;4;3;5.59;3.01;-0.22;54.38;0;-999;46.18;0;2;2;6;1;2;7;20240420;61;114.3;68.61;5.63;78.48;-0.18224583966895813;46;-999;-999;-999;-999
7003;189;3;1;1;1;2;4;3.99;3.62;0.02;54.71;0;-999;76.96;0;2;4;6;2;3;6;20241217;67;114.3;71.97;5.4;81.41;0.5321069493176841;83;-999;-999;-999;-999
7004;118;3;2;2;2;4;1;4.46;2.99;-0.25;54.94;0;-999;25.12;0;1;1;6;2;3;3;20250107;50;114.3;77.64;5.83;88.07;1.6895146101621592;128;-999;-999;-999;-999
7005;127;4;4;3;2;4;1;4.5;3.91;0.34;53.63;0;-999;24.44;0;2;4;8;1;2;5;20251212;129;114.3;71.89;5.62;82.34;0.4774570091766293;86;-999;-999;-999;-999
7006;107;2;3;3;3;4;4;4.77;4.14;-0.21;54.44;0;-999;70.07;0;2;3;7;1;3;5;20250911;93;114.3;61.94;5.22;71.03;-1.3377017169369674;0;-999;-999;-999;-999
7007;176;3;1;1;1;1;1;3.72;4.5;-0.05;54.59;0;-999;32.09;0;3;3;6;2;3;9;20250805;79;114.3;61.85;5.16;71.01;-1.5953371490305102;0;-999;-999;-999;-999
7008;176;1;4;3;1;4;4;3.37;4.35;-0.06;54.88;0;-999;55.84;0;2;4;7;1;2;6;20251226;102;114.3;76.23;6.11;87.85;0.836585187246417;118;-999;-999;-999;-999
7009;130;4;2;4;4;4;2;3.97;3.61;0.1;54.23;0;-999;71.99;0;2;1;7;1;2;7;20250219;99;114.3;77.54;5.85;88.32;1.5841182970329841;124;-999;-999;-999;-999
7010;165;3;3;1;1;4;2;5.02;3.58;-0.35;54.44;0;-999;35.34;0;2;1;7;2;2;6;20250106;102;114.3;77.72;5.81;87.76;1.5743593791506534;130;-999;-999;-999;-999
7011;190;2;1;1;2;1;1;4.67;3.98;-0.13;52.84;0;-999;81.54;0;3;1;1;4;1;8;20250110;25;114.3;77.76;5.57;87.51;1.3479524842805684;134;-999;-999;-999;-999
7013;171;1;3;2;1;2;2;4.96;2.95;-0.74;54.39;0;-999;30.53;0;1;3;6;1;4;1;20240915;45;114.3;62.02;5.12;70.72;-1.3416052840899004;0;-999;-999;-999;-999
7014;123;2;4;4;4;3;3;6.03;4.3;-0.01;55.51;0;-999;59.69;0;2;2;8;1;4;5;20240405;131;114.3;68.39;5.58;77.18;-0.31496712286866196;45;-999;-999;-999;-999
7015;183;3;4;1;1;2;1;5.47;3.34;0.34;53.53;0;-999;69.15;0;3;1;1;4;1;9;20250116;35;114.3;77.63;5.76;86.99;1.4728666331744074;133;-999;-999;-999;-999
7016;141;3;1;4;4;2;2;4.22;4.05;-0.13;54.63;0;-999;50.08;0;1;3;8;2;2;3;20250902;120;114.3;62.07;4.96;70.94;-1.1718001129373385;0;-999;-999;-999;-999
7017;159;3;4;3;2;3;4;3.9;4.27;0.21;54.48;0;-999;81.86;0;2;1;1;4;1;7;20240113;17;114.3;77.69;5.79;87.62;1.5860700806094512;132;-999;-999;-999;-999
7018;120;1;3;1;1;3;1;3.02;2.81;-0.08;53.49;0;-999;49.53;0;3;3;6;1;3;9;20250703;79;114.3;62.05;5.03;70.51;-1.607047850489308;0;-999;-999;-999;-999
7019;160;1;2;1;1;1;3;3.24;3.36;0.17;53.63;0;-999;64.45;0;3;3;7;1;2;4;20250813;110;114.3;62.02;5.04;70.51;-1.1503304935962089;0;-999;-999;-999;-999
7020;139;1;3;1;1;1;1;4.78;3.3;-0.14;53.69;0;-999;55.07;0;3;4;7;2;2;8;20251023;105;114.3;71.98;5.64;81.82;0.5809015387293399;83;-999;-999;-999;-999
7021;195;2;3;3;3;2;2;5.48;3.33;0.08;54.19;0;-999;77.13;0;1;1;6;1;3;2;20240319;54;114.3;77.48;5.89;89.25;1.2679293576454533;129;-999;-999;-999;-999
7024;149;3;2;3;3;2;1;2.66;3.89;0.6;53.85;0;-999;33.56;0;2;3;6;1;2;7;20250820;60;114.3;62.05;5.11;70.42;-1.158137627902075;0;-999;-999;-999;-999
7025;140;1;4;2;1;1;3;4.36;2.98;-0.34;54.58;0;-999;31.02;0;1;1;1;4;1;2;20250210;12;114.3;77.6;5.68;88.36;1.6133950506799788;132;-999;-999;-999;-999
7026;136;2;3;4;4;2;1;5.44;3.06;-0.28;54.04;0;-999;84.29;0;1;1;6;2;2;3;20250227;50;114.3;77.77;5.71;87.44;1.4377345287980166;129;-999;-999;-999;-999
7027;186;1;2;2;2;1;2;3.45;3.27;-0.24;54.08;0;-999;40.48;0;1;3;7;1;4;1;20250723;81;114.3;61.99;5.12;70.56;-1.31037674686644;0;-999;-999;-999;-999
7028;166;2;1;3;4;1;4;4.23;2.99;0.39;54.85;0;-999;54.02;0;3;2;1;4;1;4;20240626;32;114.3;63.75;5.95;77.41;-0.9766217552907153;13;-999;-999;-999;-999
