ID_Animal;GC;PN_kg;PD_kg;PS_kg;GPD_g-dia;PE_cm;AOL_cm2;EGS_mm;MAR_%;CAR_kg-dia;PREC_SEX;IPP_dias;PROB_3P_%;STAY_%;Sexo;Geracao;Raca;Data_Nascimento
6807;130.0;40.0;208.0;502.0;852.1739130434783;41.0;90.02;4.46;3.23;-0.43;0.0;;34.16;0.0;M;1;Nelore;2020-01-01
6808;149.0;35.0;211.0;432.0;640.5797101449275;38.0;83.85;5.32;3.48;0.18;0.0;;45.53;0.0;M;1;Nelore;2020-01-01
6809;143.0;37.0;213.0;419.0;597.1014492753624;41.0;79.34;3.84;3.45;0.1;0.0;;38.61;0.0;M;1;Nelore;2020-01-01
6810;181.0;36.0;221.0;390.0;489.8550724637681;40.0;80.17;4.55;3.74;0.01;0.0;;51.44;0.0;M;1;Nelore;2020-01-01
6811;171.0;40.0;216.0;523.0;889.8550724637681;39.0;116.4;5.06;3.29;0.2;0.0;;33.5;0.0;M;1;Nelore;2020-01-01
6812;120.0;39.0;207.0;457.0;724.6376811594203;40.0;77.96;5.31;3.36;-0.23;0.0;;48.38;0.0;M;1;Nelore;2020-01-01
6813;141.0;34.0;194.0;441.0;715.9420289855072;38.0;90.78;3.07;3.53;0.22;0.0;;76.29;0.0;M;1;Nelore;2020-01-01
6814;156.0;38.0;221.0;474.0;733.3333333333333;38.0;96.33;3.43;3.67;0.09;0.0;;39.8;0.0;M;1;Nelore;2020-01-01
6815;177.0;34.0;229.0;497.0;776.8115942028986;40.0;82.52;3.93;3.77;-0.34;0.0;;63.34;0.0;M;1;Nelore;2020-01-01
6816;183.0;37.0;219.0;390.0;495.6521739130435;36.0;71.32;4.81;3.36;-0.08;0.0;;32.38;0.0;M;1;Nelore;2020-01-01
6817;129.0;36.0;211.0;486.0;797.1014492753623;34.0;77.29;5.47;3.45;-0.02;0.0;;61.14;0.0;M;1;Nelore;2020-01-01
6818;102.0;34.0;209.0;422.0;617.3913043478261;40.0;83.41;4.52;3.17;-0.66;0.0;;71.15;0.0;M;1;Nelore;2020-01-01
6819;189.0;36.0;216.0;438.0;643.4782608695651;38.0;82.39;4.82;3.07;-0.2;0.0;;44.02;0.0;M;1;Nelore;2020-01-01
6820;192.0;40.0;219.0;356.0;397.1014492753623;40.0;80.99;4.53;3.73;-0.13;0.0;;45.1;0.0;M;1;Nelore;2020-01-01
6821;189.0;38.0;214.0;434.0;637.6811594202898;37.0;91.3;3.81;3.68;-0.4;0.0;;79.0;0.0;M;1;Nelore;2020-01-01
6822;168.0;40.0;224.0;460.0;684.0579710144928;39.0;98.39;4.07;3.78;0.38;0.0;;34.86;0.0;M;1;Nelore;2020-01-01
6823;138.0;37.0;202.0;465.0;762.3188405797101;38.0;92.16;2.74;3.56;0.16;0.0;;32.58;0.0;M;1;Nelore;2020-01-01
6824;134.0;33.0;184.0;456.0;788.4057971014494;38.0;97.24;4.2;3.68;-0.6;0.0;;58.22;0.0;M;1;Nelore;2020-01-01
6825;150.0;33.0;199.0;506.0;889.8550724637681;38.0;79.88;3.27;4.07;-0.31;0.0;;22.29;0.0;M;1;Nelore;2020-01-01
6826;155.0;36.0;203.0;369.0;481.15942028985506;40.0;83.47;5.71;2.8;0.46;0.0;;49.98;0.0;M;1;Nelore;2020-01-01
6827;179.0;35.0;201.0;435.0;678.2608695652174;41.0;85.26;4.47;3.16;-0.63;0.0;;65.6;0.0;M;1;Nelore;2020-01-01
6828;120.0;38.0;211.0;405.0;562.3188405797101;38.0;77.93;4.03;3.33;-0.41;0.0;;80.93;0.0;M;1;Nelore;2020-01-01
6829;194.0;35.0;201.0;418.0;628.9855072463768;38.0;85.6;4.27;3.62;0.57;0.0;;62.09;0.0;M;1;Nelore;2020-01-01
6830;162.0;35.0;203.0;381.0;515.9420289855072;37.0;91.06;5.32;3.61;-0.49;0.0;;39.38;0.0;M;1;Nelore;2020-01-01
6831;153.0;35.0;204.0;489.0;826.0869565217391;35.0;72.32;4.03;3.31;-0.2;0.0;;65.15;0.0;M;1;Nelore;2020-01-01
6832;197.0;29.0;206.0;422.0;626.0869565217391;39.0;76.42;3.79;4.09;-0.12;0.0;;27.6;0.0;M;1;Nelore;2020-01-01
6833;166.0;36.0;214.0;522.0;892.7536231884058;37.0;84.98;4.14;3.76;-0.18;0.0;;35.03;0.0;M;1;Nelore;2020-01-01
6834;193.0;34.0;188.0;446.0;747.8260869565217;37.0;77.88;3.28;2.99;-0.13;0.0;;47.37;0.0;M;1;Nelore;2020-01-01
6835;151.0;33.0;192.0;397.0;594.2028985507246;35.0;88.8;4.64;3.73;0.41;0.0;;64.21;0.0;M;1;Nelore;2020-01-01
6836;145.0;34.0;211.0;512.0;872.4637681159421;40.0;89.02;3.68;4.23;0.02;0.0;;69.39;0.0;M;1;Nelore;2020-01-01
6837;132.0;35.0;229.0;471.0;701.4492753623189;37.0;65.95;2.85;4.06;0.27;0.0;;60.72;0.0;M;1;Nelore;2020-01-01
6838;176.0;37.0;218.0;454.0;684.0579710144928;37.0;91.97;5.24;3.9;0.11;0.0;;41.14;0.0;M;1;Nelore;2020-01-01
6839;181.0;35.0;187.0;430.0;704.3478260869566;35.0;81.11;4.19;3.04;0.04;0.0;;53.48;0.0;M;1;Nelore;2020-01-01
6840;155.0;38.0;225.0;434.0;605.7971014492754;42.0;87.85;4.79;4.11;0.06;0.0;;77.94;0.0;M;1;Nelore;2020-01-01
6841;160.0;29.0;203.0;450.0;715.9420289855072;38.0;82.88;3.8;3.06;-0.33;0.0;;84.43;0.0;M;1;Nelore;2020-01-01
6842;150.0;38.0;223.0;420.0;571.0144927536231;39.0;85.38;4.69;3.23;0.46;0.0;;45.15;0.0;M;1;Nelore;2020-01-01
6843;116.0;37.0;222.0;449.0;657.9710144927536;38.0;101.44;5.17;3.22;0.32;0.0;;23.94;0.0;M;1;Nelore;2020-01-01
6844;157.0;34.0;196.0;473.0;802.8985507246376;40.0;83.1;3.94;4.0;-0.94;0.0;;66.22;0.0;M;1;Nelore;2020-01-01
6845;125.0;36.0;211.0;417.0;597.1014492753624;41.0;93.97;4.95;2.93;-0.53;0.0;;35.69;0.0;M;1;Nelore;2020-01-01
6846;144.0;33.0;238.0;407.0;489.8550724637681;40.0;88.9;3.39;4.26;-0.52;0.0;;71.41;0.0;M;1;Nelore;2020-01-01
6847;136.0;33.0;222.0;462.0;695.6521739130435;40.0;88.41;3.46;3.42;0.09;0.0;;61.64;0.0;M;1;Nelore;2020-01-01
6848;178.0;32.0;216.0;517.0;872.4637681159421;39.0;76.0;4.22;3.95;0.14;0.0;;67.13;0.0;M;1;Nelore;2020-01-01
6849;162.0;37.0;204.0;388.0;533.3333333333334;43.0;87.06;4.78;4.05;0.63;0.0;;79.05;0.0;M;1;Nelore;2020-01-01
6850;164.0;38.0;201.0;392.0;553.623188405797;44.0;91.41;6.09;3.39;-0.33;0.0;;57.68;0.0;M;1;Nelore;2020-01-01
6851;115.0;35.0;210.0;351.0;408.69565217391306;39.0;79.98;2.9;3.76;-0.09;0.0;;43.41;0.0;M;1;Nelore;2020-01-01
6852;194.0;34.0;200.0;431.0;669.5652173913044;39.0;79.3;3.48;3.39;-0.47;0.0;;26.72;0.0;M;1;Nelore;2020-01-01
6853;158.0;33.0;213.0;429.0;626.0869565217391;40.0;89.96;4.27;4.27;-0.4;0.0;;69.71;0.0;M;1;Nelore;2020-01-01
6854;118.0;32.0;192.0;393.0;582.6086956521739;39.0;87.75;4.36;5.01;-0.4;0.0;;33.76;0.0;M;1;Nelore;2020-01-01
6855;106.0;33.0;213.0;379.0;481.15942028985506;38.0;84.53;2.99;2.91;-0.16;0.0;;39.05;0.0;M;1;Nelore;2020-01-01
6856;109.0;35.0;201.0;427.0;655.0724637681159;46.0;84.91;4.3;3.25;-0.32;0.0;;41.36;0.0;M;1;Nelore;2020-01-01
6857;145.0;38.0;227.0;501.0;794.2028985507246;40.0;98.32;4.97;1.44;0.58;0.0;;46.98;0.0;M;1;Nelore;2020-01-01
6858;108.0;35.0;210.0;463.0;733.3333333333333;39.0;81.53;4.1;3.48;0.42;0.0;;48.69;0.0;M;1;Nelore;2020-01-01
6859;162.0;33.0;185.0;421.0;684.0579710144928;36.0;77.51;4.64;3.76;-0.5;0.0;;36.65;0.0;M;1;Nelore;2020-01-01
6860;167.0;32.0;220.0;410.0;550.7246376811594;40.0;87.22;3.78;3.04;0.09;0.0;;83.0;0.0;M;1;Nelore;2020-01-01
6861;140.0;32.0;203.0;409.0;597.1014492753624;38.0;78.39;2.94;3.66;-0.3;0.0;;69.86;0.0;M;1;Nelore;2020-01-01
6862;192.0;39.0;197.0;434.0;686.9565217391305;37.0;97.6;5.01;3.81;-0.2;0.0;;74.9;0.0;M;1;Nelore;2020-01-01
6863;107.0;37.0;228.0;514.0;828.9855072463768;41.0;90.32;3.29;3.7;-0.16;0.0;;29.41;0.0;M;1;Nelore;2020-01-01
6864;102.0;29.0;234.0;438.0;591.304347826087;33.0;92.87;3.98;3.31;-0.49;0.0;;30.87;0.0;M;1;Nelore;2020-01-01
6865;106.0;37.0;211.0;455.0;707.2463768115942;34.0;66.58;4.08;4.29;-0.51;0.0;;72.16;0.0;M;1;Nelore;2020-01-01
6866;155.0;34.0;188.0;443.0;739.1304347826086;38.0;81.19;3.74;2.85;0.27;0.0;;68.66;0.0;M;1;Nelore;2020-01-01
6867;118.0;33.0;198.0;461.0;762.3188405797101;42.0;74.09;4.18;3.69;-0.27;0.0;;73.0;0.0;M;1;Nelore;2020-01-01
6868;160.0;33.0;207.0;437.0;666.6666666666666;38.0;82.6;4.23;2.93;-0.17;0.0;;53.04;0.0;M;1;Nelore;2020-01-01
6869;109.0;33.0;204.0;406.0;585.5072463768116;39.0;86.17;4.54;2.98;-0.02;0.0;;24.24;0.0;M;1;Nelore;2020-01-01
6870;185.0;37.0;228.0;434.0;597.1014492753624;40.0;93.54;5.29;3.87;-0.1;0.0;;24.88;0.0;M;1;Nelore;2020-01-01
6871;123.0;34.0;216.0;398.0;527.536231884058;35.0;73.35;4.09;2.88;0.24;0.0;;34.89;0.0;M;1;Nelore;2020-01-01
6872;168.0;35.0;205.0;463.0;747.8260869565217;40.0;83.09;5.06;4.74;0.13;0.0;;82.22;0.0;M;1;Nelore;2020-01-01
6873;138.0;31.0;220.0;353.0;385.5072463768116;40.0;93.88;4.02;4.07;0.14;0.0;;74.47;0.0;M;1;Nelore;2020-01-01
6874;169.0;40.0;203.0;428.0;652.1739130434783;37.0;68.3;2.08;3.47;-0.05;0.0;;28.57;0.0;M;1;Nelore;2020-01-01
6875;186.0;38.0;228.0;503.0;797.1014492753623;39.0;100.59;5.49;4.57;-0.65;0.0;;47.83;0.0;M;1;Nelore;2020-01-01
6876;133.0;30.0;212.0;435.0;646.3768115942029;41.0;88.89;3.74;4.62;-0.3;0.0;;67.18;0.0;M;1;Nelore;2020-01-01
6877;191.0;35.0;216.0;430.0;620.2898550724639;38.0;87.07;3.46;3.59;-0.62;0.0;;25.92;0.0;M;1;Nelore;2020-01-01
6878;101.0;33.0;217.0;398.0;524.6376811594204;37.0;83.81;4.91;4.21;0.55;0.0;;78.78;0.0;M;1;Nelore;2020-01-01
6879;190.0;34.0;215.0;412.0;571.0144927536231;32.0;83.79;4.3;3.01;-0.31;0.0;;38.15;0.0;M;1;Nelore;2020-01-01
6880;194.0;37.0;189.0;454.0;768.1159420289855;39.0;79.58;3.51;3.3;-0.55;0.0;;84.2;0.0;M;1;Nelore;2020-01-01
6881;149.0;38.0;217.0;443.0;655.0724637681159;42.0;70.09;4.34;2.79;0.45;0.0;;66.02;0.0;M;1;Nelore;2020-01-01
6882;112.0;38.0;209.0;434.0;652.1739130434783;39.0;97.45;3.87;3.42;-0.13;0.0;;21.68;0.0;M;1;Nelore;2020-01-01
6883;151.0;39.0;211.0;479.0;776.8115942028986;42.0;83.59;4.07;3.72;-0.28;0.0;;76.18;0.0;M;1;Nelore;2020-01-01
6884;147.0;35.0;201.0;365.0;475.36231884057975;45.0;87.71;2.98;3.33;0.09;0.0;;72.93;0.0;M;1;Nelore;2020-01-01
6885;115.0;31.0;193.0;407.0;620.2898550724639;37.0;77.96;5.19;3.84;-0.46;0.0;;84.11;0.0;M;1;Nelore;2020-01-01
6886;197.0;32.0;214.0;463.0;721.7391304347826;37.0;98.82;4.42;3.3;-0.19;0.0;;73.67;0.0;M;1;Nelore;2020-01-01
6887;109.0;39.0;235.0;558.0;936.231884057971;44.0;81.49;4.84;4.82;-0.36;0.0;;43.13;0.0;M;1;Nelore;2020-01-01
6888;191.0;38.0;197.0;510.0;907.2463768115942;42.0;96.3;4.67;3.87;-0.42;0.0;;48.6;0.0;M;1;Nelore;2020-01-01
6889;139.0;36.0;221.0;461.0;695.6521739130435;36.0;78.91;4.68;3.29;0.39;0.0;;30.6;0.0;M;1;Nelore;2020-01-01
6890;105.0;37.0;220.0;457.0;686.9565217391305;40.0;90.48;5.48;3.58;0.39;0.0;;51.14;0.0;M;1;Nelore;2020-01-01
6891;123.0;35.0;214.0;376.0;469.5652173913044;38.0;76.67;5.07;2.88;-1.36;0.0;;24.81;0.0;M;1;Nelore;2020-01-01
6892;108.0;37.0;236.0;443.0;600.0;39.0;98.02;5.94;4.14;-0.11;0.0;;23.72;0.0;M;1;Nelore;2020-01-01
6893;116.0;36.0;191.0;337.0;423.18840579710144;37.0;86.17;5.36;3.35;-0.12;0.0;;53.12;0.0;M;1;Nelore;2020-01-01
6894;128.0;33.0;201.0;415.0;620.2898550724639;39.0;87.86;4.42;3.33;0.17;0.0;;82.4;0.0;M;1;Nelore;2020-01-01
6895;142.0;38.0;257.0;458.0;582.6086956521739;40.0;92.72;4.7;3.52;-0.98;0.0;;35.97;0.0;M;1;Nelore;2020-01-01
6896;190.0;33.0;224.0;427.0;588.4057971014493;38.0;90.55;4.46;3.35;-0.42;0.0;;40.56;0.0;M;1;Nelore;2020-01-01
6897;159.0;34.0;194.0;453.0;750.7246376811594;41.0;87.85;4.61;3.48;-0.76;0.0;;33.78;0.0;M;1;Nelore;2020-01-01
6898;181.0;33.0;222.0;474.0;730.4347826086956;37.0;96.31;4.32;3.56;-0.52;0.0;;78.34;0.0;M;1;Nelore;2020-01-01
6899;123.0;34.0;199.0;462.0;762.3188405797101;39.0;80.22;3.78;3.48;-0.13;0.0;;71.89;0.0;M;1;Nelore;2020-01-01
6900;154.0;33.0;199.0;389.0;550.7246376811594;37.0;85.71;4.89;3.16;-0.24;0.0;;42.04;0.0;M;1;Nelore;2020-01-01
6901;127.0;36.0;236.0;515.0;808.695652173913;45.0;89.82;3.8;3.73;0.1;0.0;;70.53;0.0;M;1;Nelore;2020-01-01
6902;161.0;34.0;200.0;426.0;655.0724637681159;39.0;77.83;4.82;3.9;-0.57;0.0;;84.79;0.0;M;1;Nelore;2020-01-01
6903;137.0;32.0;211.0;410.0;576.8115942028985;35.0;98.47;4.11;3.56;-0.16;0.0;;68.24;0.0;M;1;Nelore;2020-01-01
6904;196.0;37.0;202.0;404.0;585.5072463768116;38.0;86.28;4.71;3.19;0.01;0.0;;28.16;0.0;M;1;Nelore;2020-01-01
6905;141.0;36.0;227.0;469.0;701.4492753623189;41.0;92.91;4.2;3.8;-0.05;0.0;;81.98;0.0;M;1;Nelore;2020-01-01
6906;145.0;34.0;210.0;427.0;628.9855072463768;37.0;86.99;4.5;2.23;0.3;0.0;;22.32;0.0;M;1;Nelore;2020-01-01
6907;124.0;33.0;198.0;395.0;571.0144927536231;39.0;79.84;4.98;3.31;0.35;0.0;;77.13;0.0;M;1;Nelore;2020-01-01
6908;107.0;36.0;215.0;446.0;669.5652173913044;40.0;76.21;4.43;2.86;-0.51;0.0;;64.4;0.0;M;1;Nelore;2020-01-01
6909;184.0;38.0;198.0;378.0;521.7391304347826;36.0;86.81;3.86;4.36;-0.6;0.0;;32.94;0.0;M;1;Nelore;2020-01-01
6910;130.0;35.0;194.0;383.0;547.8260869565216;40.0;81.97;4.28;3.09;0.23;0.0;;40.98;0.0;M;1;Nelore;2020-01-01
6911;172.0;34.0;242.0;477.0;681.1594202898551;37.0;85.82;3.7;4.03;-0.63;0.0;;62.6;0.0;M;1;Nelore;2020-01-01
6912;126.0;33.0;202.0;457.0;739.1304347826086;39.0;75.64;4.46;3.45;-0.36;0.0;;74.41;0.0;M;1;Nelore;2020-01-01
6913;175.0;37.0;210.0;402.0;556.5217391304348;42.0;96.76;4.31;3.72;0.35;0.0;;66.45;0.0;M;1;Nelore;2020-01-01
6914;141.0;38.0;205.0;453.0;718.8405797101449;39.0;89.27;4.64;4.28;0.18;0.0;;47.5;0.0;M;1;Nelore;2020-01-01
6915;145.0;31.0;199.0;412.0;617.3913043478261;37.0;83.54;4.59;3.97;0.22;0.0;;84.13;0.0;M;1;Nelore;2020-01-01
6916;109.0;35.0;234.0;455.0;640.5797101449275;40.0;92.44;2.8;4.06;-0.16;0.0;;47.58;0.0;M;1;Nelore;2020-01-01
6917;174.0;37.0;182.0;401.0;634.7826086956521;42.0;86.32;3.52;3.84;-0.52;0.0;;56.26;0.0;M;1;Nelore;2020-01-01
6918;179.0;30.0;197.0;446.0;721.7391304347826;37.0;96.53;4.36;3.36;0.07;0.0;;70.18;0.0;M;1;Nelore;2020-01-01
6919;123.0;39.0;198.0;428.0;666.6666666666666;40.0;88.84;3.8;3.34;-0.31;0.0;;68.27;0.0;M;1;Nelore;2020-01-01
6920;130.0;35.0;194.0;424.0;666.6666666666666;36.0;82.64;4.46;3.37;0.38;0.0;;58.65;0.0;M;1;Nelore;2020-01-01
6921;164.0;40.0;215.0;354.0;402.8985507246377;41.0;80.01;4.3;3.27;-0.17;0.0;;53.46;0.0;M;1;Nelore;2020-01-01
6922;165.0;33.0;222.0;487.0;768.1159420289855;39.0;94.93;5.09;3.91;-0.02;0.0;;74.89;0.0;M;1;Nelore;2020-01-01
6923;166.0;37.0;212.0;471.0;750.7246376811594;37.0;85.81;4.14;3.56;0.07;0.0;;68.94;0.0;M;1;Nelore;2020-01-01
6924;198.0;33.0;203.0;483.0;811.5942028985507;39.0;96.99;4.46;4.15;0.34;0.0;;26.25;0.0;M;1;Nelore;2020-01-01
6925;177.0;32.0;198.0;479.0;814.4927536231884;34.0;87.5;4.24;3.76;-0.09;0.0;;35.9;0.0;M;1;Nelore;2020-01-01
6926;163.0;34.0;229.0;456.0;657.9710144927536;38.0;81.09;4.23;3.76;-0.59;0.0;;74.67;0.0;M;1;Nelore;2020-01-01
6927;166.0;32.0;206.0;449.0;704.3478260869566;36.0;74.77;3.21;3.72;0.35;0.0;;66.33;0.0;M;1;Nelore;2020-01-01
6928;174.0;34.0;229.0;442.0;617.3913043478261;41.0;82.68;2.79;4.17;-0.19;0.0;;37.16;0.0;M;1;Nelore;2020-01-01
6929;176.0;35.0;219.0;493.0;794.2028985507246;46.0;69.67;5.07;4.32;0.03;0.0;;65.02;0.0;M;1;Nelore;2020-01-01
6930;119.0;36.0;210.0;412.0;585.5072463768116;37.0;83.17;4.08;4.1;-0.46;0.0;;22.8;0.0;M;1;Nelore;2020-01-01
6931;127.0;35.0;208.0;453.0;710.1449275362319;33.0;82.0;3.91;3.4;-0.76;0.0;;37.88;0.0;M;1;Nelore;2020-01-01
6932;191.0;36.0;219.0;461.0;701.4492753623189;38.0;79.85;5.13;3.31;-0.22;0.0;;78.48;0.0;M;1;Nelore;2020-01-01
6933;144.0;29.0;224.0;489.0;768.1159420289855;38.0;86.07;3.84;2.42;0.12;0.0;;76.61;0.0;M;1;Nelore;2020-01-01
6934;173.0;39.0;206.0;432.0;655.0724637681159;40.0;74.74;5.12;3.63;0.3;0.0;;37.4;0.0;M;1;Nelore;2020-01-01
6935;165.0;39.0;236.0;428.0;556.5217391304348;42.0;84.52;3.65;2.47;-0.27;0.0;;51.02;0.0;M;1;Nelore;2020-01-01
6936;123.0;37.0;229.0;392.0;472.46376811594206;41.0;84.3;4.98;3.08;0.02;0.0;;84.62;0.0;M;1;Nelore;2020-01-01
6937;112.0;34.0;187.0;392.0;594.2028985507246;39.0;80.43;4.46;3.68;0.25;0.0;;50.59;0.0;M;1;Nelore;2020-01-01
6938;133.0;35.0;231.0;395.0;475.36231884057975;39.0;83.82;3.41;3.38;0.34;0.0;;28.79;0.0;M;1;Nelore;2020-01-01
6939;166.0;37.0;216.0;440.0;649.2753623188405;40.0;76.91;3.92;4.08;-0.15;0.0;;66.39;0.0;M;1;Nelore;2020-01-01
6940;123.0;34.0;227.0;478.0;727.5362318840579;40.0;90.43;5.03;3.4;-0.17;0.0;;61.2;0.0;M;1;Nelore;2020-01-01
6941;134.0;34.0;198.0;381.0;530.4347826086957;38.0;85.61;5.08;2.14;-0.11;0.0;;23.48;0.0;M;1;Nelore;2020-01-01
6942;193.0;33.0;200.0;429.0;663.768115942029;34.0;96.01;5.47;3.08;0.22;0.0;;62.74;0.0;M;1;Nelore;2020-01-01
6943;121.0;35.0;209.0;391.0;527.536231884058;39.0;73.11;5.47;3.66;0.09;0.0;;45.57;0.0;M;1;Nelore;2020-01-01
6944;124.0;36.0;237.0;442.0;594.2028985507246;44.0;83.99;6.07;3.18;-0.05;0.0;;59.38;0.0;M;1;Nelore;2020-01-01
6945;135.0;34.0;208.0;382.0;504.3478260869565;40.0;81.03;4.18;3.31;-0.23;0.0;;63.83;0.0;M;1;Nelore;2020-01-01
6946;102.0;33.0;213.0;467.0;736.231884057971;39.0;87.67;4.79;2.57;-0.02;0.0;;53.95;0.0;M;1;Nelore;2020-01-01
6947;163.0;34.0;198.0;420.0;643.4782608695651;40.0;88.68;5.06;3.36;-0.17;0.0;;34.12;0.0;M;1;Nelore;2020-01-01
6948;165.0;35.0;200.0;483.0;820.2898550724638;35.0;74.2;2.95;4.62;-0.04;0.0;;51.37;0.0;M;1;Nelore;2020-01-01
6949;133.0;36.0;249.0;498.0;721.7391304347826;38.0;81.46;5.55;3.72;-0.11;0.0;;25.75;0.0;M;1;Nelore;2020-01-01
6950;139.0;36.0;216.0;451.0;681.1594202898551;40.0;91.67;4.03;3.53;0.29;0.0;;35.7;0.0;M;1;Nelore;2020-01-01
6951;132.0;35.0;210.0;442.0;672.463768115942;36.0;78.57;5.38;4.88;-0.46;0.0;;61.27;0.0;M;1;Nelore;2020-01-01
6952;161.0;38.0;217.0;466.0;721.7391304347826;44.0;87.21;3.89;3.77;-0.23;0.0;;63.19;0.0;M;1;Nelore;2020-01-01
6953;196.0;33.0;205.0;413.0;602.8985507246377;41.0;82.94;3.32;3.88;-0.21;0.0;;51.39;0.0;M;1;Nelore;2020-01-01
6954;135.0;32.0;211.0;390.0;518.840579710145;38.0;78.76;5.24;3.41;0.39;0.0;;67.57;0.0;M;1;Nelore;2020-01-01
6955;137.0;37.0;193.0;522.0;953.6231884057971;40.0;92.33;5.52;3.95;0.45;0.0;;58.97;0.0;M;1;Nelore;2020-01-01
6956;152.0;33.0;206.0;448.0;701.4492753623189;41.0;77.5;4.73;4.11;0.25;0.0;;31.02;0.0;M;1;Nelore;2020-01-01
6957;166.0;30.0;200.0;447.0;715.9420289855072;42.0;89.18;3.75;4.17;0.26;0.0;;31.81;0.0;M;1;Nelore;2020-01-01
6958;133.0;33.0;223.0;427.0;591.304347826087;32.0;86.62;5.62;2.75;0.01;0.0;;33.05;0.0;M;1;Nelore;2020-01-01
6959;197.0;37.0;210.0;440.0;666.6666666666666;37.0;65.69;3.74;3.42;-0.7;0.0;;54.35;0.0;M;1;Nelore;2020-01-01
6960;107.0;39.0;220.0;431.0;611.5942028985507;41.0;98.33;3.65;3.54;-0.82;0.0;;49.33;0.0;M;1;Nelore;2020-01-01
6961;170.0;31.0;192.0;433.0;698.5507246376812;34.0;78.72;6.01;3.68;-0.26;0.0;;26.47;0.0;M;1;Nelore;2020-01-01
6962;164.0;35.0;202.0;435.0;675.3623188405797;42.0;85.66;4.66;3.42;0.63;0.0;;80.24;0.0;M;1;Nelore;2020-01-01
6963;176.0;36.0;207.0;379.0;498.5507246376812;42.0;76.8;2.91;4.28;-0.06;0.0;;50.21;0.0;M;1;Nelore;2020-01-01
6964;164.0;34.0;227.0;437.0;608.6956521739131;35.0;90.26;3.71;3.73;-0.4;0.0;;20.03;0.0;M;1;Nelore;2020-01-01
6965;169.0;32.0;214.0;496.0;817.3913043478261;45.0;88.03;3.99;3.15;-0.68;0.0;;40.67;0.0;M;1;Nelore;2020-01-01
6966;197.0;30.0;222.0;403.0;524.6376811594204;38.0;76.53;4.17;3.2;-0.18;0.0;;29.63;0.0;M;1;Nelore;2020-01-01
6967;132.0;36.0;228.0;372.0;417.39130434782606;37.0;90.38;4.24;2.85;0.36;0.0;;39.98;0.0;M;1;Nelore;2020-01-01
6968;112.0;35.0;219.0;421.0;585.5072463768116;37.0;86.41;5.51;3.08;0.19;0.0;;39.54;0.0;M;1;Nelore;2020-01-01
6969;173.0;40.0;209.0;427.0;631.8840579710145;37.0;80.09;4.8;3.06;0.23;0.0;;20.83;0.0;M;1;Nelore;2020-01-01
6970;143.0;36.0;235.0;423.0;544.927536231884;38.0;87.02;4.62;4.14;-0.2;0.0;;27.46;0.0;M;1;Nelore;2020-01-01
6971;171.0;30.0;220.0;398.0;515.9420289855072;37.0;80.87;4.01;3.69;-0.2;0.0;;58.89;0.0;M;1;Nelore;2020-01-01
6972;113.0;33.0;220.0;460.0;695.6521739130435;41.0;101.92;4.18;2.97;-0.52;0.0;;70.08;0.0;M;1;Nelore;2020-01-01
6973;143.0;37.0;204.0;427.0;646.3768115942029;37.0;93.62;4.61;3.06;-0.48;0.0;;52.82;0.0;M;1;Nelore;2020-01-01
6974;142.0;33.0;231.0;353.0;353.6231884057971;42.0;89.16;4.71;3.86;-0.19;0.0;;38.49;0.0;M;1;Nelore;2020-01-01
6975;174.0;34.0;203.0;452.0;721.7391304347826;35.0;91.78;5.05;3.71;-0.0;0.0;;69.83;0.0;M;1;Nelore;2020-01-01
6976;162.0;33.0;212.0;466.0;736.231884057971;35.0;74.28;3.41;3.26;0.2;0.0;;58.13;0.0;M;1;Nelore;2020-01-01
6977;168.0;36.0;211.0;409.0;573.9130434782609;38.0;87.82;5.88;3.86;-0.21;0.0;;32.72;0.0;M;1;Nelore;2020-01-01
6978;153.0;33.0;220.0;398.0;515.9420289855072;43.0;105.67;3.34;2.95;-0.05;0.0;;37.13;0.0;M;1;Nelore;2020-01-01
6979;188.0;35.0;225.0;375.0;434.7826086956522;39.0;84.07;5.11;3.59;-0.1;0.0;;47.57;0.0;M;1;Nelore;2020-01-01
6980;106.0;36.0;181.0;435.0;736.231884057971;37.0;76.41;5.07;4.45;0.19;0.0;;79.37;0.0;M;1;Nelore;2020-01-01
6981;150.0;34.0;203.0;463.0;753.6231884057971;39.0;74.09;5.15;3.85;0.1;0.0;;57.76;0.0;M;1;Nelore;2020-01-01
6982;170.0;40.0;198.0;514.0;915.9420289855072;39.0;89.2;4.38;4.34;-0.42;0.0;;20.19;0.0;M;1;Nelore;2020-01-01
6983;160.0;35.0;218.0;504.0;828.9855072463768;39.0;76.66;5.5;3.11;-0.45;0.0;;84.77;0.0;M;1;Nelore;2020-01-01
6984;145.0;34.0;201.0;374.0;501.4492753623189;36.0;97.22;4.59;3.63;-0.23;0.0;;35.78;0.0;M;1;Nelore;2020-01-01
6985;195.0;38.0;211.0;458.0;715.9420289855072;42.0;92.22;6.34;3.82;0.37;0.0;;37.17;0.0;M;1;Nelore;2020-01-01
6986;139.0;36.0;209.0;419.0;608.6956521739131;40.0;90.55;4.15;3.93;-0.43;0.0;;49.45;0.0;M;1;Nelore;2020-01-01
6987;161.0;31.0;208.0;454.0;713.0434782608695;39.0;93.38;4.98;2.85;0.5;0.0;;69.96;0.0;M;1;Nelore;2020-01-01
