ID_Animal;Fazenda;Estacao;Lote_Manejo;Regime_Alim;Tipo_Pastagem;Localidade_Bloco;Data_Coleta_Pesagem;Piquete;ITU_Media;ITU_DP;ITU_Max
6834;1;Inverno;Confinamento;Confinamento;Dieta Total;Setor_1B;2025-07-06;8;61.65;5.52;68.94
6835;1;Verão;Pasto C;Pasto;Mombaça;Setor_1C;2025-03-02;125;77.6;5.86;86.33
6836;1;Primavera;Confinamento;Confinamento;Dieta Total;Setor_1A;2025-11-10;3;71.82;5.63;79.33
6837;1;Verão;Pasto C;Pasto;Braquiária;Setor_1A;2024-02-24;119;77.84;5.72;85.94
6838;1;Verão;Pasto B;Pasto;Panicum;Setor_1C;2025-02-10;91;78.06;5.54;87.63
6839;3;Primavera;Pasto B;Pasto;Braquiária;Setor_3A;2025-12-06;105;71.9;5.89;80.63
6840;2;Primavera;Pasto B;Pasto + Suplemento;Panicum;Setor_2B;2024-10-05;97;71.94;5.83;79.17
6841;1;Inverno;Pasto A;Pasto;Mombaça;Setor_1A;2025-07-01;47;62.17;5.66;70.99
6842;1;Inverno;Pasto A;Pasto;Mombaça;Setor_1A;2025-09-25;44;71.7;5.76;80.39
6843;2;Verão;Pasto B;Pasto;Braquiária;Setor_2B;2025-02-01;99;77.22;5.67;85.45
6844;1;Outono;Pasto B;Pasto;Mombaça;Setor_1C;2025-05-16;90;68.62;5.74;77.23
6845;3;Primavera;Confinamento;Confinamento;Dieta Total;Setor_3A;2024-11-18;25;71.05;6.11;80.41
6846;2;Inverno;Pasto A;Pasto + Suplemento;Mombaça;Setor_2B;2025-07-20;62;62.25;5.26;69.07
6847;1;Outono;Pasto C;Pasto + Suplemento;Braquiária;Setor_1C;2025-05-08;126;68.87;5.7;76.78
6848;1;Verão;Pasto C;Pasto + Suplemento;Panicum;Setor_1B;2025-01-19;123;77.94;6.11;86.61
6849;2;Verão;Pasto B;Pasto + Suplemento;Mombaça;Setor_2A;2025-03-16;95;78.02;5.91;86.51
6850;2;Verão;Pasto A;Pasto;Braquiária;Setor_2B;2025-02-14;60;77.57;6.08;86.31
6851;1;Outono;Pasto B;Pasto;Mombaça;Setor_1A;2025-05-03;83;68.22;5.75;76.17
6852;2;Inverno;Pasto B;Pasto;Mombaça;Setor_2C;2025-09-20;102;62.13;5.49;70.84
6853;1;Inverno;Pasto C;Pasto;Mombaça;Setor_1C;2024-07-08;125;62.28;4.93;69.74
6854;1;Verão;Confinamento;Confinamento;Dieta Total;Setor_1B;2024-03-09;6;77.61;5.98;85.43
6855;3;Outono;Pasto B;Pasto + Suplemento;Mombaça;Setor_3A;2025-06-21;107;61.76;5.34;68.83
6856;1;Verão;Pasto A;Pasto;Braquiária;Setor_1C;2024-03-27;54;69.02;5.59;77.92
6857;1;Verão;Pasto A;Pasto + Suplemento;Braquiária;Setor_1B;2025-01-02;50;78.15;5.77;86.2
6858;2;Primavera;Confinamento;Confinamento;Dieta Total;Setor_2C;2024-10-05;22;71.87;6.19;80.75
6859;3;Primavera;Confinamento;Confinamento;Dieta Total;Setor_3C;2025-10-21;35;71.96;5.12;79.58
6860;1;Primavera;Pasto B;Pasto;Braquiária;Setor_1A;2025-11-02;82;71.99;5.46;79.9
6861;1;Inverno;Pasto C;Pasto;Mombaça;Setor_1C;2025-07-28;127;62.13;5.93;70.52
6862;1;Inverno;Pasto B;Pasto;Mombaça;Setor_1C;2025-07-22;88;62.11;5.32;69.34
6863;2;Outono;Pasto A;Pasto + Suplemento;Mombaça;Setor_2A;2025-06-27;56;62.67;4.99;70.26
6864;3;Inverno;Pasto A;Pasto;Braquiária;Setor_3C;2025-09-10;77;61.92;5.6;70.93
6865;1;Outono;Pasto B;Pasto;Mombaça;Setor_1C;2025-05-03;89;68.14;5.78;76.42
6866;1;Verão;Pasto B;Pasto;Panicum;Setor_1A;2024-01-04;83;77.36;6.68;88.19
6867;1;Inverno;Confinamento;Confinamento;Dieta Total;Setor_1A;2025-08-06;1;61.88;4.85;68.83
6868;3;Verão;Confinamento;Confinamento;Dieta Total;Setor_3C;2024-01-22;36;77.69;5.73;86.91
6869;1;Verão;Confinamento;Confinamento;Dieta Total;Setor_1C;2025-02-20;12;77.17;5.66;86.75
6870;2;Outono;Pasto B;Pasto;Mombaça;Setor_2C;2025-06-23;103;61.78;4.69;69.17
6871;3;Outono;Pasto B;Pasto;Panicum;Setor_3C;2024-06-20;113;68.62;5.84;78.26
6872;1;Primavera;Confinamento;Confinamento;Dieta Total;Setor_1B;2024-12-26;7;77.55;6.2;87.43
6873;3;Primavera;Confinamento;Confinamento;Dieta Total;Setor_3C;2024-12-06;36;71.92;5.91;81.81
6874;3;Verão;Pasto B;Pasto + Suplemento;Mombaça;Setor_3A;2025-02-24;107;77.67;5.15;86.07
6875;1;Primavera;Pasto B;Pasto;Braquiária;Setor_1A;2025-12-12;83;71.65;6.24;82.61
6876;2;Outono;Pasto A;Pasto;Mombaça;Setor_2A;2025-04-03;56;68.29;6.05;77.83
6877;3;Outono;Pasto C;Pasto;Panicum;Setor_3A;2025-05-11;143;68.19;5.87;77.07
6878;1;Outono;Pasto B;Pasto;Panicum;Setor_1C;2025-05-13;91;68.24;6.08;76.18
6879;3;Outono;Pasto C;Pasto + Suplemento;Mombaça;Setor_3C;2025-04-25;148;68.42;5.31;76.21
6880;1;Outono;Confinamento;Confinamento;Dieta Total;Setor_1B;2025-05-27;6;68.27;5.41;76.66
6881;1;Primavera;Pasto A;Pasto;Panicum;Setor_1C;2025-12-03;53;72.02;4.91;80.03
6882;2;Primavera;Pasto A;Pasto;Panicum;Setor_2A;2025-11-16;57;72.14;5.83;80.62
6883;2;Primavera;Confinamento;Confinamento;Dieta Total;Setor_2C;2025-10-04;21;71.92;5.76;79.29
6884;1;Inverno;Pasto C;Pasto;Braquiária;Setor_1B;2025-09-28;122;71.56;5.85;79.44
6885;3;Outono;Pasto C;Pasto + Suplemento;Mombaça;Setor_3C;2024-05-11;150;67.86;5.53;77.2
6886;1;Verão;Pasto A;Pasto + Suplemento;Mombaça;Setor_1C;2025-03-14;53;77.86;5.88;87.34
6887;2;Verão;Confinamento;Confinamento;Dieta Total;Setor_2A;2024-03-07;14;77.17;5.6;86.54
6888;2;Outono;Pasto C;Pasto;Mombaça;Setor_2B;2025-06-07;133;68.36;5.81;76.84
6889;3;Verão;Pasto C;Pasto;Panicum;Setor_3C;2024-03-02;148;77.34;5.8;86.83
6890;2;Verão;Pasto C;Pasto;Mombaça;Setor_2C;2025-01-19;138;77.5;5.56;86.22
6891;3;Inverno;Confinamento;Confinamento;Dieta Total;Setor_3B;2024-09-21;31;61.72;5.19;70.3
6892;2;Primavera;Pasto A;Pasto + Suplemento;Mombaça;Setor_2C;2025-12-03;66;71.91;5.59;79.35
6893;3;Outono;Pasto A;Pasto;Braquiária;Setor_3B;2024-05-24;72;68.82;5.81;78.98
6894;1;Verão;Pasto C;Pasto;Braquiária;Setor_1B;2025-03-20;122;77.98;5.37;86.78
6895;2;Inverno;Pasto B;Pasto;Braquiária;Setor_2A;2025-09-10;93;62.03;5.13;69.41
6896;1;Verão;Confinamento;Confinamento;Dieta Total;Setor_1C;2025-02-20;9;77.96;5.81;86.5
6897;2;Verão;Confinamento;Confinamento;Dieta Total;Setor_2B;2025-02-09;17;77.74;6.31;86.15
6898;1;Inverno;Pasto B;Pasto;Panicum;Setor_1B;2025-09-19;86;62.06;5.19;70.28
6899;3;Primavera;Pasto C;Pasto;Mombaça;Setor_3B;2025-12-12;145;72.28;5.73;80.17
6900;1;Verão;Pasto A;Pasto + Suplemento;Braquiária;Setor_1A;2025-01-20;46;77.65;5.84;85.49
6901;2;Verão;Pasto B;Pasto;Braquiária;Setor_2C;2025-03-16;102;77.49;5.77;84.56
6902;1;Inverno;Pasto C;Pasto;Braquiária;Setor_1A;2025-09-24;117;71.58;5.98;80.87
6903;3;Primavera;Pasto A;Pasto;Mombaça;Setor_3A;2025-12-16;71;71.5;5.7;80.65
6904;3;Verão;Confinamento;Confinamento;Dieta Total;Setor_3B;2024-02-26;29;77.7;5.09;85.26
6905;2;Verão;Confinamento;Confinamento;Dieta Total;Setor_2B;2025-01-20;19;77.57;6.01;85.71
6906;1;Primavera;Pasto B;Pasto + Suplemento;Mombaça;Setor_1B;2025-10-23;85;71.69;5.19;79.54
6907;1;Verão;Pasto B;Pasto;Mombaça;Setor_1B;2025-02-07;84;77.85;6.05;86.3
6908;3;Outono;Pasto B;Pasto + Suplemento;Panicum;Setor_3A;2024-04-04;104;68.53;5.71;76.73
6909;3;Primavera;Pasto B;Pasto;Panicum;Setor_3B;2025-10-15;110;71.82;5.47;80.09
6910;1;Primavera;Confinamento;Confinamento;Dieta Total;Setor_1C;2024-12-26;9;78.33;5.77;86.16
6911;2;Outono;Confinamento;Confinamento;Dieta Total;Setor_2A;2025-04-24;14;68.69;5.28;77.53
6912;1;Outono;Pasto B;Pasto;Braquiária;Setor_1B;2025-04-26;84;68.17;5.77;75.88
6913;2;Primavera;Pasto A;Pasto;Mombaça;Setor_2C;2025-12-14;66;71.91;5.79;80.4
6914;1;Primavera;Pasto C;Pasto;Braquiária;Setor_1B;2025-11-02;122;72.13;5.95;80.11
6915;3;Verão;Pasto A;Pasto;Mombaça;Setor_3C;2024-02-12;79;78.2;6.08;85.52
6916;2;Verão;Pasto C;Pasto + Suplemento;Mombaça;Setor_2B;2024-03-26;134;68.9;5.82;77.36
6917;1;Outono;Confinamento;Confinamento;Dieta Total;Setor_1B;2025-06-07;6;68.82;5.85;77.52
6918;1;Verão;Confinamento;Confinamento;Dieta Total;Setor_1A;2024-01-21;3;77.57;6.21;89.82
6919;1;Verão;Confinamento;Confinamento;Dieta Total;Setor_1B;2025-01-23;6;77.25;5.83;85.73
6920;1;Verão;Pasto A;Pasto;Mombaça;Setor_1C;2025-02-09;54;77.97;5.72;86.05
6921;3;Primavera;Pasto C;Pasto;Panicum;Setor_3C;2025-10-10;148;71.88;5.4;78.98
6922;2;Inverno;Pasto B;Pasto;Panicum;Setor_2A;2025-08-17;95;62.16;5.57;69.35
6923;3;Primavera;Confinamento;Confinamento;Dieta Total;Setor_3B;2025-12-11;29;72.1;5.58;80.05
6924;3;Inverno;Pasto C;Pasto + Suplemento;Mombaça;Setor_3A;2025-07-04;143;61.94;5.62;69.22
6925;3;Primavera;Confinamento;Confinamento;Dieta Total;Setor_3B;2025-12-11;30;72.17;5.89;81.14
6926;1;Outono;Confinamento;Confinamento;Dieta Total;Setor_1A;2024-05-13;2;68.63;5.44;76.45
6927;3;Primavera;Confinamento;Confinamento;Dieta Total;Setor_3B;2025-12-19;32;72.2;5.81;80.05
6928;1;Verão;Confinamento;Confinamento;Dieta Total;Setor_1B;2024-03-01;5;77.59;6.21;88.33
6929;2;Inverno;Pasto A;Pasto + Suplemento;Braquiária;Setor_2A;2025-07-07;56;62.16;5.16;69.7
6930;3;Inverno;Pasto B;Pasto;Mombaça;Setor_3A;2025-08-27;105;61.89;5.22;69.36
6931;3;Verão;Pasto A;Pasto + Suplemento;Mombaça;Setor_3A;2024-02-22;70;77.53;5.8;86.07
6932;2;Outono;Pasto A;Pasto;Braquiária;Setor_2A;2025-05-16;57;68.41;6.11;76.77
6933;1;Verão;Confinamento;Confinamento;Dieta Total;Setor_1B;2025-01-21;7;78.0;6.13;85.18
6934;2;Primavera;Pasto B;Pasto;Mombaça;Setor_2B;2024-10-16;99;71.71;5.86;79.65
6935;2;Primavera;Pasto C;Pasto + Suplemento;Braquiária;Setor_2C;2025-10-21;137;71.75;5.68;80.16
6936;2;Outono;Pasto B;Pasto + Suplemento;Panicum;Setor_2B;2024-05-28;99;68.73;5.66;78.11
6937;3;Verão;Pasto B;Pasto;Panicum;Setor_3A;2024-03-11;105;77.86;5.9;86.96
6938;2;Inverno;Confinamento;Confinamento;Dieta Total;Setor_2A;2025-08-26;14;61.79;4.9;68.82
6939;1;Primavera;Pasto B;Pasto;Braquiária;Setor_1B;2025-11-24;84;72.23;5.64;80.77
6940;2;Verão;Pasto C;Pasto;Panicum;Setor_2C;2025-01-27;138;77.48;5.87;86.18
6941;3;Inverno;Confinamento;Confinamento;Dieta Total;Setor_3C;2025-09-10;36;61.92;5.48;69.68
6942;3;Outono;Confinamento;Confinamento;Dieta Total;Setor_3B;2024-06-24;29;61.54;5.49;69.28
6943;1;Outono;Pasto B;Pasto + Suplemento;Panicum;Setor_1A;2024-06-11;80;68.68;5.26;75.8
6944;2;Inverno;Pasto C;Pasto;Braquiária;Setor_2A;2025-09-18;130;61.79;4.84;69.04
6945;1;Verão;Pasto C;Pasto;Panicum;Setor_1B;2025-01-07;121;77.39;5.75;87.68
6946;3;Outono;Pasto C;Pasto;Mombaça;Setor_3C;2024-06-22;150;61.77;5.14;68.82
6947;3;Outono;Pasto A;Pasto;Mombaça;Setor_3B;2024-05-26;72;68.19;5.77;75.89
6948;3;Inverno;Pasto C;Pasto;Braquiária;Setor_3B;2024-08-03;146;62.0;5.31;68.9
6949;2;Outono;Pasto B;Pasto + Suplemento;Panicum;Setor_2B;2024-04-09;98;68.07;5.8;76.56
6950;2;Inverno;Pasto A;Pasto;Mombaça;Setor_2B;2025-07-11;61;61.93;5.07;70.43
6951;1;Primavera;Pasto C;Pasto;Mombaça;Setor_1A;2025-11-21;119;71.96;5.53;79.56
6952;2;Primavera;Pasto A;Pasto;Panicum;Setor_2A;2025-12-27;58;77.91;6.0;86.31
6953;3;Outono;Pasto A;Pasto + Suplemento;Panicum;Setor_3B;2025-04-19;72;68.84;5.81;79.03
6954;3;Verão;Pasto C;Pasto;Mombaça;Setor_3C;2025-03-13;148;77.56;6.87;88.1
6955;2;Verão;Pasto A;Pasto;Mombaça;Setor_2B;2025-01-20;60;77.3;5.78;86.55
6956;1;Primavera;Pasto C;Pasto + Suplemento;Braquiária;Setor_1A;2025-10-28;118;71.22;5.25;77.66
6957;1;Inverno;Confinamento;Confinamento;Dieta Total;Setor_1A;2025-08-23;3;62.04;5.46;69.37
6958;3;Verão;Pasto C;Pasto + Suplemento;Braquiária;Setor_3C;2025-02-23;150;78.44;6.0;87.19
6959;3;Outono;Pasto A;Pasto + Suplemento;Mombaça;Setor_3B;2024-04-09;73;68.02;5.52;75.79
6960;2;Outono;Pasto B;Pasto + Suplemento;Braquiária;Setor_2A;2024-05-03;92;68.16;5.91;75.97
6961;3;Outono;Pasto B;Pasto;Mombaça;Setor_3A;2024-05-08;107;68.43;5.58;77.3
6962;2;Outono;Pasto B;Pasto + Suplemento;Mombaça;Setor_2B;2025-05-15;98;68.72;5.59;76.61
6963;3;Inverno;Pasto A;Pasto;Braquiária;Setor_3B;2025-08-07;73;62.27;4.94;69.33
6964;3;Verão;Pasto B;Pasto + Suplemento;Braquiária;Setor_3C;2025-03-10;113;77.77;5.43;86.9
6965;1;Inverno;Pasto B;Pasto + Suplemento;Panicum;Setor_1C;2025-07-04;89;62.1;5.17;69.74
6966;3;Verão;Confinamento;Confinamento;Dieta Total;Setor_3C;2025-02-26;36;77.53;5.93;85.81
6967;2;Verão;Pasto A;Pasto + Suplemento;Panicum;Setor_2B;2025-01-25;62;77.26;5.93;87.13
6968;3;Outono;Pasto B;Pasto;Panicum;Setor_3B;2024-04-03;109;68.46;5.81;76.56
6969;3;Inverno;Confinamento;Confinamento;Dieta Total;Setor_3C;2024-08-17;34;61.89;5.57;70.15
6970;2;Inverno;Confinamento;Confinamento;Dieta Total;Setor_2A;2025-07-26;14;61.62;5.21;70.33
6971;3;Inverno;Pasto C;Pasto;Mombaça;Setor_3A;2025-08-17;143;62.4;5.76;70.75
6972;1;Verão;Pasto A;Pasto;Braquiária;Setor_1B;2024-01-07;51;77.69;6.07;86.59
6973;1;Inverno;Pasto C;Pasto + Suplemento;Mombaça;Setor_1A;2024-08-16;118;62.25;5.36;69.74
6974;1;Primavera;Pasto B;Pasto + Suplemento;Braquiária;Setor_1B;2025-12-28;86;78.37;5.71;86.68
6975;1;Inverno;Pasto B;Pasto;Mombaça;Setor_1C;2025-09-10;91;62.32;5.52;70.67
6976;3;Outono;Pasto A;Pasto;Panicum;Setor_3B;2025-05-05;74;67.75;6.19;77.24
6977;2;Inverno;Pasto A;Pasto;Panicum;Setor_2B;2025-07-27;63;62.02;5.12;70.08
6978;2;Primavera;Confinamento;Confinamento;Dieta Total;Setor_2B;2025-12-22;17;78.11;5.26;86.55
6979;3;Primavera;Pasto B;Pasto + Suplemento;Panicum;Setor_3A;2024-10-07;105;72.42;6.28;81.86
6980;1;Verão;Confinamento;Confinamento;Dieta Total;Setor_1B;2025-03-02;7;77.75;5.98;88.05
6981;1;Inverno;Pasto B;Pasto + Suplemento;Mombaça;Setor_1A;2025-08-13;80;62.05;5.15;68.97
6982;2;Verão;Confinamento;Confinamento;Dieta Total;Setor_2C;2025-03-28;23;68.94;5.46;78.4
6983;2;Outono;Pasto A;Pasto;Braquiária;Setor_2C;2024-06-04;64;68.89;5.44;77.65
6984;1;Inverno;Pasto C;Pasto;Braquiária;Setor_1A;2024-07-10;116;62.54;5.03;69.66
6985;2;Primavera;Pasto C;Pasto + Suplemento;Panicum;Setor_2B;2025-10-22;132;71.38;5.63;79.09
6986;2;Verão;Confinamento;Confinamento;Dieta Total;Setor_2C;2024-03-28;24;68.49;5.83;76.43
6987;1;Inverno;Pasto C;Pasto + Suplemento;Panicum;Setor_1B;2025-07-11;123;61.96;5.04;70.92
6988;2;Outono;Pasto B;Pasto;Panicum;Setor_2A;2025-05-02;94;68.8;5.61;76.92
6989;2;Primavera;Pasto A;Pasto;Panicum;Setor_2B;2025-10-17;62;71.77;6.33;79.84
6990;3;Outono;Pasto A;Pasto;Braquiária;Setor_3C;2025-06-24;78;62.23;5.69;70.19
6991;3;Verão;Pasto A;Pasto;Mombaça;Setor_3B;2025-02-01;75;77.7;5.64;85.57
6992;2;Primavera;Pasto A;Pasto;Mombaça;Setor_2C;2025-12-25;67;77.27;5.25;87.02
6993;1;Primavera;Pasto B;Pasto;Mombaça;Setor_1B;2025-11-21;85;72.06;4.89;79.96
6994;1;Primavera;Pasto B;Pasto + Suplemento;Mombaça;Setor_1C;2025-10-11;91;71.4;5.55;78.28
6995;2;Verão;Confinamento;Confinamento;Dieta Total;Setor_2C;2025-01-07;22;77.81;6.42;88.44
6996;3;Verão;Pasto C;Pasto;Panicum;Setor_3C;2025-02-09;148;77.24;6.03;85.77
6997;1;Outono;Confinamento;Confinamento;Dieta Total;Setor_1A;2025-06-11;3;68.49;5.56;76.91
6998;1;Verão;Pasto B;Pasto + Suplemento;Panicum;Setor_1A;2025-02-22;82;77.85;5.25;85.64
6999;2;Inverno;Pasto B;Pasto;Panicum;Setor_2A;2025-07-09;93;61.99;5.28;68.66
7000;1;Inverno;Pasto B;Pasto;Mombaça;Setor_1B;2025-07-06;84;61.83;5.14;70.91
7001;2;Primavera;Pasto C;Pasto;Panicum;Setor_2B;2025-11-04;135;71.87;5.67;81.28
7002;2;Outono;Pasto A;Pasto;Panicum;Setor_2B;2024-04-20;61;68.41;6.0;77.32
7003;2;Primavera;Pasto A;Pasto + Suplemento;Braquiária;Setor_2C;2024-12-17;67;72.58;5.17;81.41
7004;1;Verão;Pasto A;Pasto + Suplemento;Braquiária;Setor_1B;2025-01-07;50;77.57;5.93;88.07
7005;2;Primavera;Pasto C;Pasto;Panicum;Setor_2A;2025-12-12;129;72.37;4.87;78.84
7006;2;Inverno;Pasto B;Pasto;Braquiária;Setor_2A;2025-09-11;93;62.07;5.21;69.17
7007;3;Inverno;Pasto A;Pasto + Suplemento;Braquiária;Setor_3C;2025-08-05;79;62.01;5.3;71.01
7008;2;Primavera;Pasto B;Pasto;Panicum;Setor_2C;2025-12-26;102;77.9;5.63;84.93
7009;2;Verão;Pasto B;Pasto;Panicum;Setor_2B;2025-02-19;99;77.77;6.26;85.66
7010;2;Verão;Pasto B;Pasto + Suplemento;Panicum;Setor_2C;2025-01-06;102;77.51;5.87;85.19
7011;3;Verão;Confinamento;Confinamento;Dieta Total;Setor_3A;2025-01-10;25;78.08;5.57;85.79
7012;2;Inverno;Pasto A;Pasto;Panicum;Setor_2A;2025-09-11;59;62.16;4.72;68.76
7013;1;Inverno;Pasto A;Pasto;Mombaça;Setor_1A;2024-09-15;45;62.23;5.38;70.72
7014;2;Outono;Pasto C;Pasto;Mombaça;Setor_2A;2024-04-05;131;68.42;5.87;76.52
7015;3;Verão;Confinamento;Confinamento;Dieta Total;Setor_3C;2025-01-16;35;78.1;5.7;85.32
7016;1;Inverno;Pasto C;Pasto + Suplemento;Panicum;Setor_1B;2025-09-02;120;62.01;5.41;69.19
7017;2;Verão;Confinamento;Confinamento;Dieta Total;Setor_2B;2024-01-13;17;78.19;5.68;86.75
7018;3;Inverno;Pasto A;Pasto;Braquiária;Setor_3C;2025-07-03;79;62.3;4.79;69.2
7019;3;Inverno;Pasto B;Pasto;Panicum;Setor_3B;2025-08-13;110;61.78;5.14;69.43
7020;3;Primavera;Pasto B;Pasto + Suplemento;Panicum;Setor_3A;2025-10-23;105;72.18;5.61;81.25
7021;1;Verão;Pasto A;Pasto;Braquiária;Setor_1C;2024-03-19;54;77.32;6.58;87.86
7022;1;Primavera;Confinamento;Confinamento;Dieta Total;Setor_1C;2025-12-27;9;77.95;5.79;86.35
7023;1;Inverno;Pasto C;Pasto + Suplemento;Mombaça;Setor_1A;2024-09-23;117;72.29;5.37;80.86
7024;2;Inverno;Pasto A;Pasto;Panicum;Setor_2B;2025-08-20;60;62.1;4.79;69.39
7025;1;Verão;Confinamento;Confinamento;Dieta Total;Setor_1C;2025-02-10;12;77.55;5.63;85.18
7026;1;Verão;Pasto A;Pasto + Suplemento;Panicum;Setor_1B;2025-02-27;50;77.58;5.42;84.76
7027;1;Inverno;Pasto B;Pasto;Mombaça;Setor_1A;2025-07-23;81;62.13;4.73;69.56
7028;3;Outono;Confinamento;Confinamento;Dieta Total;Setor_3B;2024-06-26;32;62.45;4.93;68.4
7029;3;Primavera;Pasto B;Pasto;Mombaça;Setor_3C;2025-12-03;113;71.68;5.57;79.46
7030;3;Inverno;Confinamento;Confinamento;Dieta Total;Setor_3C;2024-08-19;34;62.48;5.26;69.87
7031;1;Primavera;Pasto B;Pasto;Braquiária;Setor_1B;2025-10-03;85;71.74;5.86;80.87
7032;2;Inverno;Pasto A;Pasto;Mombaça;Setor_2C;2025-09-15;66;61.96;5.22;69.03
7033;3;Primavera;Confinamento;Confinamento;Dieta Total;Setor_3B;2024-10-15;32;71.59;5.41;80.6
7034;2;Primavera;Pasto B;Pasto + Suplemento;Mombaça;Setor_2C;2024-11-22;103;71.82;5.17;79.91
7035;1;Inverno;Pasto B;Pasto + Suplemento;Mombaça;Setor_1C;2024-09-23;88;72.48;5.64;80.74
7036;2;Outono;Pasto B;Pasto;Braquiária;Setor_2C;2024-05-16;102;68.37;5.52;77.17
7037;3;Outono;Pasto A;Pasto;Mombaça;Setor_3B;2025-04-08;73;68.93;5.49;77.79
7038;2;Outono;Confinamento;Confinamento;Dieta Total;Setor_2C;2024-04-28;21;68.77;5.86;77.62
7039;1;Outono;Pasto A;Pasto + Suplemento;Mombaça;Setor_1C;2025-06-09;52;68.63;5.9;77.92
7040;3;Outono;Pasto B;Pasto + Suplemento;Braquiária;Setor_3B;2025-05-13;108;68.76;5.84;77.06
7041;3;Verão;Confinamento;Confinamento;Dieta Total;Setor_3B;2025-01-23;30;77.42;5.62;84.82
7042;1;Primavera;Pasto A;Pasto;Mombaça;Setor_1A;2025-12-11;47;72.07;5.71;79.99
7043;2;Primavera;Pasto A;Pasto;Mombaça;Setor_2B;2025-11-15;62;71.5;5.74;79.72
7044;3;Inverno;Pasto B;Pasto;Braquiária;Setor_3B;2025-08-01;111;61.96;5.34;69.4
7045;2;Outono;Pasto A;Pasto;Panicum;Setor_2C;2024-04-16;66;68.48;5.62;77.43
7046;1;Primavera;Confinamento;Confinamento;Dieta Total;Setor_1A;2025-10-12;4;71.98;6.07;80.92
7047;1;Outono;Pasto C;Pasto;Braquiária;Setor_1B;2025-05-15;122;68.45;5.34;76.15
7048;2;Inverno;Pasto A;Pasto;Mombaça;Setor_2C;2025-07-10;66;61.73;5.26;69.12
7049;3;Verão;Pasto B;Pasto;Mombaça;Setor_3B;2024-02-20;108;78.12;5.21;85.64
7050;2;Outono;Pasto C;Pasto + Suplemento;Mombaça;Setor_2C;2025-06-05;138;68.6;5.48;76.76
7051;3;Verão;Confinamento;Confinamento;Dieta Total;Setor_3C;2024-03-04;34;77.16;6.35;87.2
7052;2;Inverno;Confinamento;Confinamento;Dieta Total;Setor_2C;2024-08-27;23;62.22;4.82;68.39
7053;2;Outono;Confinamento;Confinamento;Dieta Total;Setor_2A;2024-06-26;14;61.58;4.95;67.75
7054;1;Verão;Pasto A;Pasto;Braquiária;Setor_1C;2025-01-11;53;77.78;5.52;85.8
7055;2;Inverno;Pasto C;Pasto;Mombaça;Setor_2B;2025-09-21;135;62.16;5.66;69.14
7056;3;Verão;Confinamento;Confinamento;Dieta Total;Setor_3B;2025-01-26;32;77.83;6.47;87.36
7057;1;Verão;Pasto B;Pasto;Mombaça;Setor_1C;2025-02-18;91;77.53;5.74;86.46
7058;1;Verão;Pasto C;Pasto;Braquiária;Setor_1C;2025-02-13;126;77.24;6.57;86.87
7059;3;Verão;Pasto B;Pasto;Panicum;Setor_3C;2024-03-14;112;78.0;5.27;86.18
7060;2;Verão;Confinamento;Confinamento;Dieta Total;Setor_2A;2024-01-20;15;77.63;5.85;86.1
7061;2;Inverno;Pasto B;Pasto;Panicum;Setor_2C;2025-07-18;102;62.46;5.2;69.73
7062;3;Outono;Confinamento;Confinamento;Dieta Total;Setor_3A;2024-04-16;27;68.41;5.26;75.39
7063;2;Verão;Confinamento;Confinamento;Dieta Total;Setor_2C;2025-02-03;23;77.64;6.53;87.52
7064;1;Verão;Pasto B;Pasto;Mombaça;Setor_1B;2024-02-07;87;77.66;5.21;88.04
7065;2;Inverno;Confinamento;Confinamento;Dieta Total;Setor_2A;2025-09-19;14;61.67;4.75;68.78
7066;1;Outono;Pasto A;Pasto;Braquiária;Setor_1C;2025-05-26;55;68.72;5.73;77.28
7067;1;Verão;Pasto B;Pasto;Mombaça;Setor_1C;2025-02-19;88;77.99;5.46;86.97
7068;3;Outono;Pasto A;Pasto;Braquiária;Setor_3C;2025-05-18;77;68.47;5.86;76.44
7069;2;Primavera;Pasto A;Pasto + Suplemento;Braquiária;Setor_2C;2024-12-08;66;71.68;5.62;78.9
7070;3;Outono;Pasto C;Pasto;Panicum;Setor_3B;2025-04-22;145;68.51;5.78;78.21
7071;1;Primavera;Confinamento;Confinamento;Dieta Total;Setor_1A;2025-12-03;3;72.39;6.05;82.62
7072;1;Primavera;Pasto A;Pasto + Suplemento;Panicum;Setor_1C;2024-12-23;52;78.14;6.13;87.47
7073;3;Primavera;Pasto C;Pasto;Braquiária;Setor_3A;2024-12-27;143;77.43;6.09;85.12
7074;2;Inverno;Confinamento;Confinamento;Dieta Total;Setor_2A;2025-08-04;16;61.91;5.38;69.46
7075;1;Verão;Pasto C;Pasto;Mombaça;Setor_1C;2025-03-20;127;77.25;5.5;85.79
7076;2;Verão;Confinamento;Confinamento;Dieta Total;Setor_2C;2025-02-11;21;77.42;5.5;87.11
7077;3;Verão;Confinamento;Confinamento;Dieta Total;Setor_3A;2025-03-04;28;78.08;5.47;85.42
7078;1;Outono;Confinamento;Confinamento;Dieta Total;Setor_1A;2025-05-06;1;68.38;5.7;76.33
7079;1;Inverno;Pasto C;Pasto;Panicum;Setor_1A;2025-08-13;116;61.96;5.51;69.85
7080;1;Inverno;Pasto C;Pasto;Mombaça;Setor_1B;2025-07-20;122;61.9;5.23;69.32
