ID_Animal;Fazenda;Estacao;Lote_Manejo;Regime_Alim;Tipo_Pastagem;Localidade_Bloco;Data_Coleta_Pesagem;Piquete
6712;1;Inverno;Pasto B;Pasto + Suplemento;Panicum;Setor_1C;2025-07-11;91
6713;2;Inverno;Confinamento;Confinamento;Dieta Total;Setor_2C;2025-08-22;23
6714;1;Primavera;Pasto B;Pasto;Braquiária;Setor_1A;2024-10-03;80
6715;1;Primavera;Confinamento;Confinamento;Dieta Total;Setor_1A;2025-12-13;2
6716;1;Outono;Pasto C;Pasto + Suplemento;Panicum;Setor_1A;2025-06-22;116
6717;1;Primavera;Pasto B;Pasto + Suplemento;Braquiária;Setor_1C;2025-12-28;88
6718;1;Verão;Pasto C;Pasto + Suplemento;Mombaça;Setor_1C;2025-03-22;127
6719;1;Verão;Confinamento;Confinamento;Dieta Total;Setor_1B;2025-01-14;6
6720;1;Primavera;Pasto B;Pasto + Suplemento;Mombaça;Setor_1A;2024-10-19;81
6721;1;Primavera;Pasto A;Pasto;Mombaça;Setor_1A;2025-10-14;46
6722;3;Inverno;Confinamento;Confinamento;Dieta Total;Setor_3A;2025-08-20;27
6723;1;Primavera;Pasto B;Pasto;Braquiária;Setor_1A;2024-11-15;81
6724;1;Outono;Pasto A;Pasto;Panicum;Setor_1C;2024-06-05;52
6725;2;Verão;Pasto C;Pasto;Panicum;Setor_2B;2025-01-21;132
6726;1;Verão;Confinamento;Confinamento;Dieta Total;Setor_1B;2025-01-19;6
6727;1;Verão;Pasto B;Pasto;Braquiária;Setor_1B;2024-03-22;84
6728;1;Primavera;Pasto A;Pasto;Braquiária;Setor_1C;2024-10-28;54
6729;3;Inverno;Confinamento;Confinamento;Dieta Total;Setor_3A;2025-07-10;28
6730;1;Verão;Pasto A;Pasto + Suplemento;Panicum;Setor_1C;2025-03-23;52
6731;1;Primavera;Pasto A;Pasto;Panicum;Setor_1A;2025-12-05;44
6732;3;Verão;Confinamento;Confinamento;Dieta Total;Setor_3C;2024-02-25;35
6733;2;Outono;Pasto B;Pasto + Suplemento;Panicum;Setor_2B;2024-04-21;97
6734;3;Outono;Pasto B;Pasto;Panicum;Setor_3B;2025-06-06;108
6735;1;Outono;Pasto B;Pasto + Suplemento;Braquiária;Setor_1B;2024-05-03;87
6736;1;Outono;Pasto C;Pasto + Suplemento;Braquiária;Setor_1B;2025-06-18;121
6737;1;Outono;Pasto C;Pasto;Mombaça;Setor_1A;2025-06-04;118
6738;1;Primavera;Pasto B;Pasto;Panicum;Setor_1C;2024-10-11;89
6739;1;Primavera;Pasto C;Pasto + Suplemento;Mombaça;Setor_1A;2025-10-24;119
6740;2;Verão;Confinamento;Confinamento;Dieta Total;Setor_2C;2024-01-25;23
6741;1;Verão;Pasto A;Pasto;Braquiária;Setor_1B;2024-02-14;48
6742;3;Outono;Pasto A;Pasto;Braquiária;Setor_3B;2025-05-10;74
6743;1;Primavera;Pasto C;Pasto;Mombaça;Setor_1B;2024-11-24;123
6744;3;Outono;Pasto A;Pasto;Panicum;Setor_3C;2025-06-24;77
6745;3;Verão;Pasto B;Pasto;Panicum;Setor_3B;2025-02-05;110
6746;2;Outono;Pasto C;Pasto;Panicum;Setor_2A;2024-04-04;131
6747;1;Outono;Pasto B;Pasto;Panicum;Setor_1A;2024-04-06;80
6748;1;Outono;Pasto B;Pasto;Mombaça;Setor_1A;2025-04-25;81
6749;3;Primavera;Pasto B;Pasto + Suplemento;Mombaça;Setor_3C;2024-12-20;115
6750;3;Inverno;Pasto C;Pasto;Braquiária;Setor_3A;2025-08-20;142
6751;3;Outono;Pasto A;Pasto + Suplemento;Panicum;Setor_3B;2025-06-20;74
6752;3;Primavera;Confinamento;Confinamento;Dieta Total;Setor_3C;2024-10-20;34
6753;2;Verão;Confinamento;Confinamento;Dieta Total;Setor_2B;2025-01-08;20
6754;1;Verão;Pasto C;Pasto;Panicum;Setor_1C;2025-03-01;127
6755;1;Outono;Pasto A;Pasto;Panicum;Setor_1A;2025-05-03;47
6756;3;Outono;Pasto A;Pasto;Mombaça;Setor_3B;2025-06-25;72
6757;3;Outono;Pasto B;Pasto;Panicum;Setor_3B;2025-05-05;109
6758;3;Verão;Pasto C;Pasto;Mombaça;Setor_3C;2025-03-28;148
6759;1;Verão;Pasto C;Pasto;Panicum;Setor_1B;2024-03-16;120
6760;1;Inverno;Pasto B;Pasto;Panicum;Setor_1A;2025-09-21;82
6761;1;Outono;Pasto A;Pasto;Braquiária;Setor_1C;2024-05-06;55
6762;1;Outono;Pasto C;Pasto;Panicum;Setor_1B;2025-05-16;121
6763;1;Outono;Pasto A;Pasto;Panicum;Setor_1C;2025-05-05;54
6764;3;Inverno;Confinamento;Confinamento;Dieta Total;Setor_3B;2025-07-07;32
6765;1;Verão;Pasto A;Pasto;Braquiária;Setor_1A;2025-01-02;47
6766;2;Inverno;Pasto A;Pasto + Suplemento;Mombaça;Setor_2A;2025-08-25;56
6767;2;Outono;Confinamento;Confinamento;Dieta Total;Setor_2A;2025-04-09;14
6768;3;Outono;Confinamento;Confinamento;Dieta Total;Setor_3A;2025-05-08;28
6769;2;Verão;Confinamento;Confinamento;Dieta Total;Setor_2B;2025-03-22;19
6770;2;Primavera;Confinamento;Confinamento;Dieta Total;Setor_2A;2024-10-25;13
6771;2;Verão;Pasto A;Pasto;Mombaça;Setor_2C;2024-01-03;64
6772;1;Primavera;Pasto C;Pasto;Panicum;Setor_1B;2024-10-15;120
6773;1;Inverno;Pasto C;Pasto + Suplemento;Mombaça;Setor_1A;2025-09-16;117
6774;1;Inverno;Pasto C;Pasto;Panicum;Setor_1C;2024-09-11;124
6775;2;Outono;Pasto B;Pasto;Braquiária;Setor_2B;2025-05-08;99
6776;2;Outono;Pasto B;Pasto + Suplemento;Braquiária;Setor_2C;2025-05-13;102
6777;2;Primavera;Pasto A;Pasto;Panicum;Setor_2B;2025-10-20;62
6778;2;Inverno;Pasto B;Pasto;Braquiária;Setor_2C;2025-09-27;100
6779;2;Verão;Pasto A;Pasto;Braquiária;Setor_2A;2025-02-24;57
6780;2;Inverno;Confinamento;Confinamento;Dieta Total;Setor_2C;2025-08-13;21
6781;3;Outono;Pasto A;Pasto;Panicum;Setor_3C;2024-06-24;76
6782;1;Inverno;Pasto A;Pasto;Panicum;Setor_1B;2025-09-20;49
6783;3;Primavera;Confinamento;Confinamento;Dieta Total;Setor_3B;2024-12-17;29
6784;3;Outono;Pasto A;Pasto;Braquiária;Setor_3A;2025-06-23;70
6785;1;Verão;Pasto C;Pasto;Mombaça;Setor_1C;2025-01-17;126
6786;1;Outono;Pasto B;Pasto;Mombaça;Setor_1C;2025-04-15;89
6787;1;Inverno;Pasto B;Pasto + Suplemento;Panicum;Setor_1C;2025-08-27;89
6788;3;Inverno;Confinamento;Confinamento;Dieta Total;Setor_3C;2025-07-08;33
6789;3;Primavera;Pasto A;Pasto + Suplemento;Panicum;Setor_3A;2025-12-18;71
6790;3;Verão;Pasto B;Pasto;Mombaça;Setor_3B;2025-02-24;108
6791;2;Primavera;Pasto B;Pasto;Braquiária;Setor_2C;2024-10-18;100
6792;1;Primavera;Confinamento;Confinamento;Dieta Total;Setor_1A;2024-11-17;2
6793;1;Outono;Pasto B;Pasto;Mombaça;Setor_1A;2024-06-02;83
6794;3;Inverno;Pasto C;Pasto;Mombaça;Setor_3A;2025-07-10;143
6795;1;Verão;Pasto A;Pasto;Mombaça;Setor_1A;2024-02-13;44
6796;2;Inverno;Pasto C;Pasto;Mombaça;Setor_2A;2025-08-25;131
6797;3;Verão;Pasto C;Pasto + Suplemento;Panicum;Setor_3B;2025-02-15;145
6798;1;Outono;Pasto B;Pasto;Panicum;Setor_1A;2025-04-14;80
6799;1;Primavera;Pasto B;Pasto;Braquiária;Setor_1B;2024-11-20;85
6800;2;Verão;Pasto B;Pasto;Braquiária;Setor_2C;2025-01-23;102
6801;3;Primavera;Confinamento;Confinamento;Dieta Total;Setor_3C;2025-12-05;35
6802;1;Primavera;Pasto B;Pasto;Braquiária;Setor_1B;2025-11-27;85
6803;1;Verão;Pasto B;Pasto + Suplemento;Braquiária;Setor_1B;2024-03-15;84
6804;3;Primavera;Pasto B;Pasto + Suplemento;Mombaça;Setor_3C;2024-10-24;114
6805;3;Inverno;Pasto C;Pasto + Suplemento;Panicum;Setor_3A;2024-09-04;142
6806;2;Primavera;Pasto C;Pasto;Panicum;Setor_2C;2025-10-25;138
6807;2;Verão;Pasto C;Pasto;Braquiária;Setor_2A;2025-03-23;129
6808;2;Inverno;Pasto C;Pasto;Braquiária;Setor_2A;2025-09-05;128
6809;1;Inverno;Pasto B;Pasto;Mombaça;Setor_1B;2025-08-14;87
6810;1;Inverno;Pasto A;Pasto;Mombaça;Setor_1B;2025-08-15;48
6811;2;Inverno;Pasto C;Pasto + Suplemento;Braquiária;Setor_2C;2024-07-06;139
6812;1;Inverno;Pasto A;Pasto;Panicum;Setor_1C;2025-08-19;52
6813;1;Primavera;Pasto B;Pasto;Panicum;Setor_1B;2025-12-07;86
6814;1;Primavera;Confinamento;Confinamento;Dieta Total;Setor_1C;2024-11-03;9
6815;2;Inverno;Pasto B;Pasto;Panicum;Setor_2B;2025-08-11;98
6816;1;Primavera;Pasto C;Pasto;Braquiária;Setor_1B;2025-12-21;120
6817;3;Outono;Confinamento;Confinamento;Dieta Total;Setor_3C;2025-06-26;34
6818;1;Verão;Confinamento;Confinamento;Dieta Total;Setor_1A;2025-01-23;4
6819;1;Primavera;Pasto A;Pasto;Panicum;Setor_1A;2024-12-04;47
6820;1;Verão;Pasto B;Pasto + Suplemento;Mombaça;Setor_1B;2025-01-04;86
6821;1;Primavera;Confinamento;Confinamento;Dieta Total;Setor_1C;2025-12-15;10
6822;2;Primavera;Confinamento;Confinamento;Dieta Total;Setor_2A;2025-12-12;14
6823;1;Inverno;Pasto B;Pasto + Suplemento;Mombaça;Setor_1B;2025-07-17;86
6824;1;Primavera;Pasto C;Pasto + Suplemento;Braquiária;Setor_1B;2024-12-13;121
6825;1;Inverno;Pasto C;Pasto;Mombaça;Setor_1C;2025-09-26;127
6826;1;Inverno;Confinamento;Confinamento;Dieta Total;Setor_1C;2025-09-20;10
6827;1;Primavera;Pasto A;Pasto;Braquiária;Setor_1B;2025-10-13;51
6828;1;Inverno;Confinamento;Confinamento;Dieta Total;Setor_1A;2024-09-13;4
6829;3;Inverno;Confinamento;Confinamento;Dieta Total;Setor_3C;2025-07-25;36
6830;1;Outono;Pasto C;Pasto;Panicum;Setor_1C;2025-04-11;126
6831;1;Inverno;Pasto B;Pasto;Panicum;Setor_1C;2025-09-28;88
6832;1;Outono;Pasto C;Pasto + Suplemento;Panicum;Setor_1A;2025-06-28;117
6833;3;Primavera;Confinamento;Confinamento;Dieta Total;Setor_3A;2025-10-06;26
6834;1;Inverno;Confinamento;Confinamento;Dieta Total;Setor_1B;2025-07-06;8
6835;1;Verão;Pasto C;Pasto;Mombaça;Setor_1C;2025-03-02;125
6836;1;Primavera;Confinamento;Confinamento;Dieta Total;Setor_1A;2025-11-10;3
6837;1;Verão;Pasto C;Pasto;Braquiária;Setor_1A;2024-02-24;119
6838;1;Verão;Pasto B;Pasto;Panicum;Setor_1C;2025-02-10;91
6839;3;Primavera;Pasto B;Pasto;Braquiária;Setor_3A;2025-12-06;105
6840;2;Primavera;Pasto B;Pasto + Suplemento;Panicum;Setor_2B;2024-10-05;97
6841;1;Inverno;Pasto A;Pasto;Mombaça;Setor_1A;2025-07-01;47
6842;1;Inverno;Pasto A;Pasto;Mombaça;Setor_1A;2025-09-25;44
6843;2;Verão;Pasto B;Pasto;Braquiária;Setor_2B;2025-02-01;99
6844;1;Outono;Pasto B;Pasto;Mombaça;Setor_1C;2025-05-16;90
6845;3;Primavera;Confinamento;Confinamento;Dieta Total;Setor_3A;2024-11-18;25
6846;2;Inverno;Pasto A;Pasto + Suplemento;Mombaça;Setor_2B;2025-07-20;62
6847;1;Outono;Pasto C;Pasto + Suplemento;Braquiária;Setor_1C;2025-05-08;126
6848;1;Verão;Pasto C;Pasto + Suplemento;Panicum;Setor_1B;2025-01-19;123
6849;2;Verão;Pasto B;Pasto + Suplemento;Mombaça;Setor_2A;2025-03-16;95
6850;2;Verão;Pasto A;Pasto;Braquiária;Setor_2B;2025-02-14;60
6851;1;Outono;Pasto B;Pasto;Mombaça;Setor_1A;2025-05-03;83
6852;2;Inverno;Pasto B;Pasto;Mombaça;Setor_2C;2025-09-20;102
6853;1;Inverno;Pasto C;Pasto;Mombaça;Setor_1C;2024-07-08;125
6854;1;Verão;Confinamento;Confinamento;Dieta Total;Setor_1B;2024-03-09;6
6855;3;Outono;Pasto B;Pasto + Suplemento;Mombaça;Setor_3A;2025-06-21;107
6856;1;Verão;Pasto A;Pasto;Braquiária;Setor_1C;2024-03-27;54
6857;1;Verão;Pasto A;Pasto + Suplemento;Braquiária;Setor_1B;2025-01-02;50
6858;2;Primavera;Confinamento;Confinamento;Dieta Total;Setor_2C;2024-10-05;22
6859;3;Primavera;Confinamento;Confinamento;Dieta Total;Setor_3C;2025-10-21;35
6860;1;Primavera;Pasto B;Pasto;Braquiária;Setor_1A;2025-11-02;82
6861;1;Inverno;Pasto C;Pasto;Mombaça;Setor_1C;2025-07-28;127
6862;1;Inverno;Pasto B;Pasto;Mombaça;Setor_1C;2025-07-22;88
6863;2;Outono;Pasto A;Pasto + Suplemento;Mombaça;Setor_2A;2025-06-27;56
6864;3;Inverno;Pasto A;Pasto;Braquiária;Setor_3C;2025-09-10;77
6865;1;Outono;Pasto B;Pasto;Mombaça;Setor_1C;2025-05-03;89
6866;1;Verão;Pasto B;Pasto;Panicum;Setor_1A;2024-01-04;83
6867;1;Inverno;Confinamento;Confinamento;Dieta Total;Setor_1A;2025-08-06;1
6868;3;Verão;Confinamento;Confinamento;Dieta Total;Setor_3C;2024-01-22;36
6869;1;Verão;Confinamento;Confinamento;Dieta Total;Setor_1C;2025-02-20;12
6870;2;Outono;Pasto B;Pasto;Mombaça;Setor_2C;2025-06-23;103
6871;3;Outono;Pasto B;Pasto;Panicum;Setor_3C;2024-06-20;113
6872;1;Primavera;Confinamento;Confinamento;Dieta Total;Setor_1B;2024-12-26;7
6873;3;Primavera;Confinamento;Confinamento;Dieta Total;Setor_3C;2024-12-06;36
6874;3;Verão;Pasto B;Pasto + Suplemento;Mombaça;Setor_3A;2025-02-24;107
6875;1;Primavera;Pasto B;Pasto;Braquiária;Setor_1A;2025-12-12;83
6876;2;Outono;Pasto A;Pasto;Mombaça;Setor_2A;2025-04-03;56
6877;3;Outono;Pasto C;Pasto;Panicum;Setor_3A;2025-05-11;143
6878;1;Outono;Pasto B;Pasto;Panicum;Setor_1C;2025-05-13;91
6879;3;Outono;Pasto C;Pasto + Suplemento;Mombaça;Setor_3C;2025-04-25;148
6880;1;Outono;Confinamento;Confinamento;Dieta Total;Setor_1B;2025-05-27;6
6881;1;Primavera;Pasto A;Pasto;Panicum;Setor_1C;2025-12-03;53
6882;2;Primavera;Pasto A;Pasto;Panicum;Setor_2A;2025-11-16;57
6883;2;Primavera;Confinamento;Confinamento;Dieta Total;Setor_2C;2025-10-04;21
6884;1;Inverno;Pasto C;Pasto;Braquiária;Setor_1B;2025-09-28;122
6885;3;Outono;Pasto C;Pasto + Suplemento;Mombaça;Setor_3C;2024-05-11;150
6886;1;Verão;Pasto A;Pasto + Suplemento;Mombaça;Setor_1C;2025-03-14;53
6887;2;Verão;Confinamento;Confinamento;Dieta Total;Setor_2A;2024-03-07;14
6888;2;Outono;Pasto C;Pasto;Mombaça;Setor_2B;2025-06-07;133
6889;3;Verão;Pasto C;Pasto;Panicum;Setor_3C;2024-03-02;148
6890;2;Verão;Pasto C;Pasto;Mombaça;Setor_2C;2025-01-19;138
6891;3;Inverno;Confinamento;Confinamento;Dieta Total;Setor_3B;2024-09-21;31
6892;2;Primavera;Pasto A;Pasto + Suplemento;Mombaça;Setor_2C;2025-12-03;66
6893;3;Outono;Pasto A;Pasto;Braquiária;Setor_3B;2024-05-24;72
6894;1;Verão;Pasto C;Pasto;Braquiária;Setor_1B;2025-03-20;122
6895;2;Inverno;Pasto B;Pasto;Braquiária;Setor_2A;2025-09-10;93
6896;1;Verão;Confinamento;Confinamento;Dieta Total;Setor_1C;2025-02-20;9
6897;2;Verão;Confinamento;Confinamento;Dieta Total;Setor_2B;2025-02-09;17
6898;1;Inverno;Pasto B;Pasto;Panicum;Setor_1B;2025-09-19;86
6899;3;Primavera;Pasto C;Pasto;Mombaça;Setor_3B;2025-12-12;145
6900;1;Verão;Pasto A;Pasto + Suplemento;Braquiária;Setor_1A;2025-01-20;46
6901;2;Verão;Pasto B;Pasto;Braquiária;Setor_2C;2025-03-16;102
6902;1;Inverno;Pasto C;Pasto;Braquiária;Setor_1A;2025-09-24;117
6903;3;Primavera;Pasto A;Pasto;Mombaça;Setor_3A;2025-12-16;71
6904;3;Verão;Confinamento;Confinamento;Dieta Total;Setor_3B;2024-02-26;29
6905;2;Verão;Confinamento;Confinamento;Dieta Total;Setor_2B;2025-01-20;19
6906;1;Primavera;Pasto B;Pasto + Suplemento;Mombaça;Setor_1B;2025-10-23;85
6907;1;Verão;Pasto B;Pasto;Mombaça;Setor_1B;2025-02-07;84
6908;3;Outono;Pasto B;Pasto + Suplemento;Panicum;Setor_3A;2024-04-04;104
6909;3;Primavera;Pasto B;Pasto;Panicum;Setor_3B;2025-10-15;110
6910;1;Primavera;Confinamento;Confinamento;Dieta Total;Setor_1C;2024-12-26;9
6911;2;Outono;Confinamento;Confinamento;Dieta Total;Setor_2A;2025-04-24;14
6912;1;Outono;Pasto B;Pasto;Braquiária;Setor_1B;2025-04-26;84
6913;2;Primavera;Pasto A;Pasto;Mombaça;Setor_2C;2025-12-14;66
6914;1;Primavera;Pasto C;Pasto;Braquiária;Setor_1B;2025-11-02;122
6915;3;Verão;Pasto A;Pasto;Mombaça;Setor_3C;2024-02-12;79
6916;2;Verão;Pasto C;Pasto + Suplemento;Mombaça;Setor_2B;2024-03-26;134
6917;1;Outono;Confinamento;Confinamento;Dieta Total;Setor_1B;2025-06-07;6
6918;1;Verão;Confinamento;Confinamento;Dieta Total;Setor_1A;2024-01-21;3
6919;1;Verão;Confinamento;Confinamento;Dieta Total;Setor_1B;2025-01-23;6
6920;1;Verão;Pasto A;Pasto;Mombaça;Setor_1C;2025-02-09;54
6921;3;Primavera;Pasto C;Pasto;Panicum;Setor_3C;2025-10-10;148
6922;2;Inverno;Pasto B;Pasto;Panicum;Setor_2A;2025-08-17;95
6923;3;Primavera;Confinamento;Confinamento;Dieta Total;Setor_3B;2025-12-11;29
6924;3;Inverno;Pasto C;Pasto + Suplemento;Mombaça;Setor_3A;2025-07-04;143
6925;3;Primavera;Confinamento;Confinamento;Dieta Total;Setor_3B;2025-12-11;30
6926;1;Outono;Confinamento;Confinamento;Dieta Total;Setor_1A;2024-05-13;2
6927;3;Primavera;Confinamento;Confinamento;Dieta Total;Setor_3B;2025-12-19;32
6928;1;Verão;Confinamento;Confinamento;Dieta Total;Setor_1B;2024-03-01;5
6929;2;Inverno;Pasto A;Pasto + Suplemento;Braquiária;Setor_2A;2025-07-07;56
6930;3;Inverno;Pasto B;Pasto;Mombaça;Setor_3A;2025-08-27;105
6931;3;Verão;Pasto A;Pasto + Suplemento;Mombaça;Setor_3A;2024-02-22;70
6932;2;Outono;Pasto A;Pasto;Braquiária;Setor_2A;2025-05-16;57
6933;1;Verão;Confinamento;Confinamento;Dieta Total;Setor_1B;2025-01-21;7
6934;2;Primavera;Pasto B;Pasto;Mombaça;Setor_2B;2024-10-16;99
6935;2;Primavera;Pasto C;Pasto + Suplemento;Braquiária;Setor_2C;2025-10-21;137
6936;2;Outono;Pasto B;Pasto + Suplemento;Panicum;Setor_2B;2024-05-28;99
6937;3;Verão;Pasto B;Pasto;Panicum;Setor_3A;2024-03-11;105
6938;2;Inverno;Confinamento;Confinamento;Dieta Total;Setor_2A;2025-08-26;14
6939;1;Primavera;Pasto B;Pasto;Braquiária;Setor_1B;2025-11-24;84
6940;2;Verão;Pasto C;Pasto;Panicum;Setor_2C;2025-01-27;138
6941;3;Inverno;Confinamento;Confinamento;Dieta Total;Setor_3C;2025-09-10;36
6942;3;Outono;Confinamento;Confinamento;Dieta Total;Setor_3B;2024-06-24;29
6943;1;Outono;Pasto B;Pasto + Suplemento;Panicum;Setor_1A;2024-06-11;80
6944;2;Inverno;Pasto C;Pasto;Braquiária;Setor_2A;2025-09-18;130
6945;1;Verão;Pasto C;Pasto;Panicum;Setor_1B;2025-01-07;121
6946;3;Outono;Pasto C;Pasto;Mombaça;Setor_3C;2024-06-22;150
6947;3;Outono;Pasto A;Pasto;Mombaça;Setor_3B;2024-05-26;72
6948;3;Inverno;Pasto C;Pasto;Braquiária;Setor_3B;2024-08-03;146
6949;2;Outono;Pasto B;Pasto + Suplemento;Panicum;Setor_2B;2024-04-09;98
6950;2;Inverno;Pasto A;Pasto;Mombaça;Setor_2B;2025-07-11;61
6951;1;Primavera;Pasto C;Pasto;Mombaça;Setor_1A;2025-11-21;119
6952;2;Primavera;Pasto A;Pasto;Panicum;Setor_2A;2025-12-27;58
6953;3;Outono;Pasto A;Pasto + Suplemento;Panicum;Setor_3B;2025-04-19;72
6954;3;Verão;Pasto C;Pasto;Mombaça;Setor_3C;2025-03-13;148
6955;2;Verão;Pasto A;Pasto;Mombaça;Setor_2B;2025-01-20;60
6956;1;Primavera;Pasto C;Pasto + Suplemento;Braquiária;Setor_1A;2025-10-28;118
6957;1;Inverno;Confinamento;Confinamento;Dieta Total;Setor_1A;2025-08-23;3
6958;3;Verão;Pasto C;Pasto + Suplemento;Braquiária;Setor_3C;2025-02-23;150
6959;3;Outono;Pasto A;Pasto + Suplemento;Mombaça;Setor_3B;2024-04-09;73
6960;2;Outono;Pasto B;Pasto + Suplemento;Braquiária;Setor_2A;2024-05-03;92
6961;3;Outono;Pasto B;Pasto;Mombaça;Setor_3A;2024-05-08;107
6962;2;Outono;Pasto B;Pasto + Suplemento;Mombaça;Setor_2B;2025-05-15;98
6963;3;Inverno;Pasto A;Pasto;Braquiária;Setor_3B;2025-08-07;73
6964;3;Verão;Pasto B;Pasto + Suplemento;Braquiária;Setor_3C;2025-03-10;113
6965;1;Inverno;Pasto B;Pasto + Suplemento;Panicum;Setor_1C;2025-07-04;89
6966;3;Verão;Confinamento;Confinamento;Dieta Total;Setor_3C;2025-02-26;36
6967;2;Verão;Pasto A;Pasto + Suplemento;Panicum;Setor_2B;2025-01-25;62
6968;3;Outono;Pasto B;Pasto;Panicum;Setor_3B;2024-04-03;109
6969;3;Inverno;Confinamento;Confinamento;Dieta Total;Setor_3C;2024-08-17;34
6970;2;Inverno;Confinamento;Confinamento;Dieta Total;Setor_2A;2025-07-26;14
6971;3;Inverno;Pasto C;Pasto;Mombaça;Setor_3A;2025-08-17;143
6972;1;Verão;Pasto A;Pasto;Braquiária;Setor_1B;2024-01-07;51
6973;1;Inverno;Pasto C;Pasto + Suplemento;Mombaça;Setor_1A;2024-08-16;118
6974;1;Primavera;Pasto B;Pasto + Suplemento;Braquiária;Setor_1B;2025-12-28;86
6975;1;Inverno;Pasto B;Pasto;Mombaça;Setor_1C;2025-09-10;91
6976;3;Outono;Pasto A;Pasto;Panicum;Setor_3B;2025-05-05;74
6977;2;Inverno;Pasto A;Pasto;Panicum;Setor_2B;2025-07-27;63
6978;2;Primavera;Confinamento;Confinamento;Dieta Total;Setor_2B;2025-12-22;17
6979;3;Primavera;Pasto B;Pasto + Suplemento;Panicum;Setor_3A;2024-10-07;105
6980;1;Verão;Confinamento;Confinamento;Dieta Total;Setor_1B;2025-03-02;7
6981;1;Inverno;Pasto B;Pasto + Suplemento;Mombaça;Setor_1A;2025-08-13;80
6982;2;Verão;Confinamento;Confinamento;Dieta Total;Setor_2C;2025-03-28;23
6983;2;Outono;Pasto A;Pasto;Braquiária;Setor_2C;2024-06-04;64
6984;1;Inverno;Pasto C;Pasto;Braquiária;Setor_1A;2024-07-10;116
6985;2;Primavera;Pasto C;Pasto + Suplemento;Panicum;Setor_2B;2025-10-22;132
6986;2;Verão;Confinamento;Confinamento;Dieta Total;Setor_2C;2024-03-28;24
6987;1;Inverno;Pasto C;Pasto + Suplemento;Panicum;Setor_1B;2025-07-11;123
6988;2;Outono;Pasto B;Pasto;Panicum;Setor_2A;2025-05-02;94
6989;2;Primavera;Pasto A;Pasto;Panicum;Setor_2B;2025-10-17;62
6990;3;Outono;Pasto A;Pasto;Braquiária;Setor_3C;2025-06-24;78
6991;3;Verão;Pasto A;Pasto;Mombaça;Setor_3B;2025-02-01;75
6992;2;Primavera;Pasto A;Pasto;Mombaça;Setor_2C;2025-12-25;67
6993;1;Primavera;Pasto B;Pasto;Mombaça;Setor_1B;2025-11-21;85
6994;1;Primavera;Pasto B;Pasto + Suplemento;Mombaça;Setor_1C;2025-10-11;91
6995;2;Verão;Confinamento;Confinamento;Dieta Total;Setor_2C;2025-01-07;22
6996;3;Verão;Pasto C;Pasto;Panicum;Setor_3C;2025-02-09;148
6997;1;Outono;Confinamento;Confinamento;Dieta Total;Setor_1A;2025-06-11;3
6998;1;Verão;Pasto B;Pasto + Suplemento;Panicum;Setor_1A;2025-02-22;82
6999;2;Inverno;Pasto B;Pasto;Panicum;Setor_2A;2025-07-09;93
7000;1;Inverno;Pasto B;Pasto;Mombaça;Setor_1B;2025-07-06;84
7001;2;Primavera;Pasto C;Pasto;Panicum;Setor_2B;2025-11-04;135
7002;2;Outono;Pasto A;Pasto;Panicum;Setor_2B;2024-04-20;61
7003;2;Primavera;Pasto A;Pasto + Suplemento;Braquiária;Setor_2C;2024-12-17;67
7004;1;Verão;Pasto A;Pasto + Suplemento;Braquiária;Setor_1B;2025-01-07;50
7005;2;Primavera;Pasto C;Pasto;Panicum;Setor_2A;2025-12-12;129
7006;2;Inverno;Pasto B;Pasto;Braquiária;Setor_2A;2025-09-11;93
7007;3;Inverno;Pasto A;Pasto + Suplemento;Braquiária;Setor_3C;2025-08-05;79
7008;2;Primavera;Pasto B;Pasto;Panicum;Setor_2C;2025-12-26;102
7009;2;Verão;Pasto B;Pasto;Panicum;Setor_2B;2025-02-19;99
7010;2;Verão;Pasto B;Pasto + Suplemento;Panicum;Setor_2C;2025-01-06;102
7011;3;Verão;Confinamento;Confinamento;Dieta Total;Setor_3A;2025-01-10;25
7012;2;Inverno;Pasto A;Pasto;Panicum;Setor_2A;2025-09-11;59
7013;1;Inverno;Pasto A;Pasto;Mombaça;Setor_1A;2024-09-15;45
7014;2;Outono;Pasto C;Pasto;Mombaça;Setor_2A;2024-04-05;131
7015;3;Verão;Confinamento;Confinamento;Dieta Total;Setor_3C;2025-01-16;35
7016;1;Inverno;Pasto C;Pasto + Suplemento;Panicum;Setor_1B;2025-09-02;120
7017;2;Verão;Confinamento;Confinamento;Dieta Total;Setor_2B;2024-01-13;17
7018;3;Inverno;Pasto A;Pasto;Braquiária;Setor_3C;2025-07-03;79
7019;3;Inverno;Pasto B;Pasto;Panicum;Setor_3B;2025-08-13;110
7020;3;Primavera;Pasto B;Pasto + Suplemento;Panicum;Setor_3A;2025-10-23;105
7021;1;Verão;Pasto A;Pasto;Braquiária;Setor_1C;2024-03-19;54
7022;1;Primavera;Confinamento;Confinamento;Dieta Total;Setor_1C;2025-12-27;9
7023;1;Inverno;Pasto C;Pasto + Suplemento;Mombaça;Setor_1A;2024-09-23;117
7024;2;Inverno;Pasto A;Pasto;Panicum;Setor_2B;2025-08-20;60
7025;1;Verão;Confinamento;Confinamento;Dieta Total;Setor_1C;2025-02-10;12
7026;1;Verão;Pasto A;Pasto + Suplemento;Panicum;Setor_1B;2025-02-27;50
